edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
1.05,1.05,1.05,1,1
1.1,1.1,1.1,0.95,1
1.1,1.15,1.05,0.9,0.95
1.1,1.2,1.05,0.85,0.9
1.15,1.2,1.05,0.9,0.9
1.15,1.25,1.05,0.85,0.85
1.1,1.2,0.9999999,0.9,0.85
1.1,1.25,0.9499999,0.85,0.8
1.05,1.25,0.8999999,0.8,0.7499999
1.05,1.3,0.9499999,0.7499999,0.6999999
1.1,1.3,0.9999999,0.8,0.7499999
1.1,1.35,0.9999999,0.7499999,0.6999999
1.15,1.35,0.9999999,0.8,0.7499999
1.2,1.35,1.05,0.85,0.8
1.2,1.4,1.05,0.8,0.7499999
1.25,1.4,1.1,0.85,0.8
1.3,1.4,1.15,0.9,0.85
1.3,1.45,1.2,0.85,0.8
1.35,1.5,1.2,0.9,0.7499999
1.4,1.5,1.25,0.95,0.7499999

