edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6767922,0.6767922,0.6767922,0.6123358,0.6767922
0.7106252,0.7106252,0.7106252,0.5814206,0.7106252
0.7375087,0.7375087,0.7375087,0.5451152,0.7375087
0.7701344,0.7701344,0.7701344,0.513423,0.7701344
0.8122889,0.8122889,0.8122889,0.4873734,0.8122889
0.8482361,0.8482361,0.8482361,0.4567426,0.8482361
0.8843647,0.8843647,0.8843647,0.4258052,0.8843647
0.9171589,0.9171589,0.9171589,0.3930682,0.9171589
0.9513447,0.9513447,0.9513447,0.3608549,0.9513447
0.9782169,0.9782169,0.9456097,0.3260723,0.9782169
1.027007,1.027007,0.9938774,0.2981632,1.027007
1.064912,1.064912,1.031633,0.2662279,1.064912
1.099365,1.099365,1.066051,0.2331987,1.099365
0.8629528,0.8629528,0.8368028,0.1830506,0.8629528
1.147622,1.147622,1.113868,0.2025215,1.147622
0.9018264,0.9018264,0.8487778,0.1591458,0.9018264
1.187727,1.187727,1.119857,0.1696753,1.187727
0.9531408,0.9531408,0.8986756,0.1633955,0.9531408
0.9498736,0.9498736,0.8684559,0.1628354,0.9227343
0.9425852,0.9425852,0.8617923,0.161586,0.8887233

