step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.556623,0.6141222,0.5339806,0.7297133,0.597043,0.3082557,9.391
1,0.4776138,0.3928686,0.3907317,0.734873,0.6461048,0.2234909,1.776415
2,0.4692852,0.319449,0.4119761,0.7759911,0.528683,0.3103267,4.065274
3,0.5905595,0.7062403,0.561425,0.8058255,0.5107109,0.368596,2.698611
4,0.5320501,0.404898,0.5033103,0.8844256,0.5045826,0.3630342,0.6104889
5,0.6569731,0.8087912,0.6517295,0.931733,0.4683618,0.4242501,0
6,0.5265589,0.4864087,0.4837627,0.9098428,0.4760772,0.2767031,0
7,0.6608293,0.8290648,0.7080815,0.9268764,0.4099413,0.4301824,7.563535
8,0.6612067,0.8373719,0.7042407,0.902485,0.3643695,0.4975665,0
9,0.6985731,0.8904769,0.7250435,1.083248,0.3340561,0.4600407,1.41992
10,0.7309552,0.9705496,0.7820751,1.08081,0.3122412,0.5091003,0
11,0.7144904,0.9518889,0.812982,1.029862,0.2838055,0.4939132,0
12,0.5893933,0.578818,0.6710802,0.9873596,0.2617274,0.4479814,0
13,0.9037848,1.342618,1.123782,1.130092,0.1734438,0.748988,4.693377
14,0.7539465,1.013302,0.8250486,1.195307,0.2125811,0.5234941,0
15,0.9253795,1.383303,1.157836,1.165408,0.1486661,0.7716845,0
16,0.6039006,0.6149941,0.7130226,1.01921,0.1962955,0.4759805,8.464223
17,0.9615344,1.388427,1.19189,1.277181,0.124692,0.8254818,0
18,0.6491406,0.5488721,0.6896099,1.235409,0.1908272,0.5809847,0
19,0.9464095,1.423989,1.092693,1.208618,0.1977432,0.8090044,6.886115

