userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
10,1,ConeBurst, Task2,1.037782,1.025428,0.9699752,0.9389455,1.027869,3
10,2,ConeBurst, Task2,1.071375,1.052988,0.9485568,0.8755373,1.051543,3
10,3,ConeBurst, Task2,1.118752,1.075817,0.9156115,0.8236064,1.066213,3
10,4,ConeBurst, Task2,1.154958,1.109899,0.8798845,0.7644762,1.090783,3
10,5,ConeBurst, Task2,1.20809,1.126378,0.8564383,0.7163333,1.092761,3
10,6,ConeBurst, Task2,1.253951,1.153793,0.8154803,0.6641411,1.112635,3
10,7,ConeBurst, Task2,1.300884,1.17399,0.7811868,0.6126966,1.131243,3
10,8,ConeBurst, Task2,1.366559,1.188154,0.7508316,0.5692261,1.125229,3
10,9,ConeBurst, Task2,1.429458,1.202978,0.7200184,0.5239539,1.123592,3
10,10,ConeBurst, Task2,1.506509,1.215559,0.6822695,0.4827528,1.11291,3
10,11,ConeBurst, Task2,1.573718,1.232043,0.6392601,0.4379795,1.116999,3
10,12,ConeBurst, Task2,1.653365,1.241742,0.6000189,0.3958965,1.108978,3
10,13,ConeBurst, Task2,1.747133,1.240215,0.5672026,0.3547844,1.090665,3
10,14,ConeBurst, Task2,1.81065,1.227343,0.5618645,0.3516499,1.048493,3
10,15,ConeBurst, Task2,1.906241,1.228575,0.5244064,0.3163789,1.024399,3
10,16,ConeBurst, Task2,1.974768,1.189737,0.5083298,0.313958,1.013207,3
10,17,ConeBurst, Task2,2.083297,1.175853,0.4734993,0.2763006,0.9910498,3
10,18,ConeBurst, Task2,2.162706,1.162123,0.4579608,0.263187,0.9540228,3
10,19,ConeBurst, Task2,2.233799,1.151063,0.4478177,0.2546796,0.9126404,3
10,20,ConeBurst, Task2,2.320371,1.127756,0.4344208,0.2409972,0.8764547,3

