option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.459043,0.3741606,0.3626251,0.7296007,0.6187524,0.2100763,2.069683
alt2,0.5728682,0.6714791,0.5346415,0.7230062,0.586355,0.348859,4.964943
alt2,0.5361913,0.623978,0.545743,0.6694975,0.5042921,0.3374461,4.375782
alt2,0.4491772,0.43264,0.3800541,0.6722269,0.5297012,0.2312636,6.263814
alt2,0.5450521,0.7092852,0.5821473,0.6041067,0.4821391,0.3475821,4.720491
alt2,0.4316253,0.4520196,0.408453,0.624858,0.4432329,0.2295632,1.832987
alt2,0.5441491,0.770079,0.6161029,0.5950668,0.3965208,0.3429763,4.386456
alt2,0.4095229,0.3777874,0.4396872,0.5510854,0.3599136,0.3191405,7.708405
alt2,0.421924,0.5284715,0.4197393,0.5512482,0.3660969,0.2440642,2.897648
alt2,0.4275529,0.5171227,0.5045595,0.4586564,0.3428328,0.3145931,2.376465
alt2,0.4117458,0.5636764,0.4523402,0.4775061,0.3283252,0.2368812,3.376252
alt2,0.4015307,0.5888234,0.4467697,0.4664046,0.2710008,0.2346551,10.05046
alt2,0.5269791,0.9889148,0.6246325,0.3867915,0.240421,0.3941358,6.762777
alt2,0.3776211,0.507382,0.4644899,0.400131,0.2084094,0.307693,4.754017
alt2,0.4157639,0.6109406,0.5147787,0.4141061,0.2217955,0.3171989,3.066065
alt2,0.4108895,0.6431943,0.5152955,0.3864987,0.1995491,0.3099098,2.376129
alt2,0.5413294,1.212749,0.6240229,0.3490066,0.1980067,0.3228622,6.829261
alt2,0.3642632,0.6050068,0.4403848,0.3340284,0.162306,0.2795901,1.377557
alt2,0.6956016,1.759812,0.7212094,0.3584462,0.1375171,0.5010229,4.687066
alt2,0.4026481,0.7537172,0.4887785,0.3132832,0.1459326,0.3115287,3.107707

