step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.644564,0.7735799,0.6810805,0.7529801,0.5140171,0.5011626,9.540015
1,0.6668558,0.8122588,0.7242688,0.8030218,0.4665039,0.5282254,7.706663
2,0.6817853,0.8296812,0.7539499,0.8094576,0.4527443,0.5630937,8.218415
3,0.7025442,0.8673941,0.7832426,0.8552293,0.4289623,0.5778927,6.839331
4,0.7326559,0.952064,0.8172964,0.9288594,0.3990148,0.5660449,7.651657
5,0.7543033,0.9669747,0.8513507,0.9412252,0.3855127,0.6264531,4.292689
6,0.7788636,1.005654,0.8967133,0.9942175,0.3437397,0.6539935,11.30639
7,0.7992995,1.071072,0.9194586,1.044967,0.3241994,0.6368003,5.974439
8,0.8206235,1.110742,0.9240481,1.097377,0.2976235,0.6733272,4.176775
9,0.8244695,1.179877,0.9875669,1.024147,0.2725547,0.658202,9.627196
10,0.8565128,1.16037,1.021621,1.091821,0.2570085,0.7517439,6.753647
11,0.8804168,1.229749,1.055674,1.161074,0.2244457,0.7311411,10.73976
12,0.9016714,1.269418,1.056055,1.214952,0.1984156,0.7695162,12.59562
13,0.7353024,0.9609743,0.8551621,1.129289,0.201593,0.5294938,15.58618
14,0.9207866,1.309088,1.145418,1.21256,0.1778121,0.7590545,6.517102
15,0.7443942,1.016808,0.855149,1.063642,0.1821847,0.6041874,8.774146
16,0.9382764,1.348757,1.122058,1.254144,0.1488117,0.8176112,3.608035
17,0.7803825,1.074713,0.9344654,1.204026,0.1492606,0.5394472,8.2869
18,0.783972,1.074713,0.8750521,1.232661,0.1822124,0.5552213,7.025895
19,0.755067,1.074713,0.8543422,1.121148,0.1802507,0.5448809,3.100682

