step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4490983,0.4081745,0.5565366,0.7340873,0.4521192,0.09457386,2.410087
1,0.522935,0.319314,0.4355725,0.790131,0.5279792,0.5416784,4.10713
2,0.4659532,0.4092638,0.6121907,0.7674966,0.4287161,0.1120989,2.117921
3,0.5934947,0.6063118,0.8003429,0.8820902,0.454366,0.2243624,4.921042
4,0.500016,0.4898096,0.4443293,0.7815413,0.4342593,0.3501408,0.9521178
5,0.5970128,0.6590346,0.8003427,0.8820902,0.430452,0.2131443,4.89767
6,0.4877988,0.4836755,0.4979238,0.8118781,0.4608853,0.1846314,0.4652172
7,0.5341786,0.5306269,0.4891817,0.8811895,0.4574775,0.3124171,2.145074
8,0.5004969,0.5510357,0.4636481,0.7815413,0.4114037,0.2948554,1.175072
9,0.4517198,0.4555124,0.5275695,0.737556,0.4350742,0.1028868,2.486147
10,0.6129913,0.7381183,0.8699384,0.8820903,0.406538,0.1682718,2.211442
11,0.4942933,0.539484,0.5412216,0.8118781,0.4352807,0.1436023,0.7961315
12,0.4996437,0.5061249,0.6455461,0.7883879,0.3789143,0.1792455,2.8718
13,0.4562396,0.5229952,0.5275694,0.737556,0.4094816,0.08359554,0.754864
14,0.7047333,1.24924,0.8185443,0.9616552,0.3391491,0.155078,6.319671
15,0.5736375,0.8172023,0.7750996,0.8718587,0.3257307,0.07829638,1.775105
16,0.6280603,0.8435634,0.8351405,0.9204421,0.406538,0.1346174,1.079581
17,0.6190223,0.9426492,0.8129689,0.9180042,0.338688,0.08280116,0.8337506
18,0.5187567,0.5398663,0.5320134,0.8649632,0.425238,0.2317025,0.5645469
19,0.5848178,0.8699248,0.7858022,0.8797587,0.3653708,0.02323246,1.096382

