edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5534439,0.5534439,0.5534439,0.5270895,0.5270895
0.5989828,0.5989828,0.5989828,0.5173033,0.5445298
0.6711336,0.6711336,0.6711336,0.5544148,0.5835946
0.6877013,0.6590471,0.6590471,0.5444303,0.5444303
0.7262639,0.6681628,0.6681628,0.5229101,0.5519606
0.7600751,0.6723742,0.6723742,0.526206,0.526206
0.6943328,0.6409227,0.6409227,0.4806921,0.4539869
0.7803196,0.6936175,0.6647168,0.5202132,0.4624117
0.7015737,0.6496053,0.5976369,0.4417317,0.4157475
0.8341829,0.7448062,0.6852217,0.5064682,0.4468837
0.8761908,0.7553371,0.6949101,0.5136293,0.4229888
0.9222695,0.768558,0.7070734,0.4918772,0.4303925
0.9390398,0.7572903,0.6967071,0.4846658,0.393791
1.003908,0.784303,0.7529309,0.4705819,0.4078376
0.6566364,0.5083637,0.4871819,0.3389092,0.2541819
0.9967818,0.7475865,0.7475865,0.5295405,0.3737933
1.046078,0.7607844,0.7607844,0.5071896,0.3486928
0.674701,0.4849414,0.4849414,0.358435,0.2319285
1.023669,0.7444868,0.7134666,0.4963246,0.3102028
1.122642,0.7924536,0.7924536,0.4952835,0.3632079

