UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.240166,1.09158,0.996622,0.9480029,0.7236286,0
0,0,ConeBurst,Task,1.424167,1.12332,0.9679713,0.8667636,0.6177787,0
0,0,ConeBurst,Task,1.539039,1.152036,0.9480227,0.8070736,0.5538293,0
0,0,ConeBurst,Task,1.636464,1.132247,0.9288951,0.7788161,0.5235776,0
0,0,ConeBurst,Task,1.702622,1.129899,0.9097546,0.7526806,0.5050439,0
0,0,ConeBurst,Task,1.748839,1.11949,0.9001409,0.7396822,0.4918478,0
0,0,ConeBurst,Task,1.738511,1.134718,0.9020069,0.7365067,0.4882578,0
0,0,ConeBurst,Task,1.760113,1.131586,0.8965935,0.7312542,0.4804522,0
0,0,ConeBurst,Task,1.755929,1.137889,0.8971893,0.7304496,0.4785432,0
0,0,ConeBurst,Task,1.765936,1.135134,0.8949485,0.7279443,0.476037,0
0,0,ConeBurst,Task,1.772193,1.133647,0.8936139,0.7262074,0.4743381,0
0,0,ConeBurst,Task,1.776305,1.133031,0.8923886,0.7245949,0.4736812,0
0,0,ConeBurst,Task,1.77933,1.13237,0.8915703,0.7239052,0.4728243,0
0,0,ConeBurst,Task,1.781062,1.131994,0.891356,0.7230989,0.4724899,0
0,0,ConeBurst,Task,1.780095,1.132047,0.891682,0.723517,0.4726589,0
0,0,ConeBurst,Task,1.780859,1.131872,0.891481,0.7233199,0.4724687,0
0,0,ConeBurst,Task,1.781466,1.131749,0.8913431,0.7231089,0.4723326,0
0,0,ConeBurst,Task,1.78116,1.13174,0.8914216,0.7232586,0.4724199,0
0,0,ConeBurst,Task,1.78143,1.131727,0.891344,0.7231837,0.4723155,0
0,0,ConeBurst,Task,1.781579,1.131688,0.891304,0.7231164,0.4723129,0

