step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6176001,0.7607948,0.6778857,0.7731808,0.5369777,0.3391615,89.83251
1,0.6464417,0.7988341,0.7085968,0.8206996,0.5706798,0.3333982,8.94095
2,0.6601797,0.8368739,0.7002677,0.8273546,0.5970562,0.3393463,8.3735
3,0.6665655,0.6976435,0.5520238,0.7860616,0.5707338,0.7263651,14.3907
4,0.6763567,0.6976433,0.5357084,0.7966217,0.5950794,0.7567309,6.763286
5,0.7015767,0.8749142,0.7423393,0.8988617,0.6250302,0.3667381,5.242185
6,0.6989575,0.7279758,0.5520234,0.8202382,0.5955484,0.7990017,4.975727
7,0.723331,0.9129537,0.7625746,0.9150417,0.663171,0.362914,8.474517
8,0.7377846,0.9509937,0.7936711,0.9204105,0.6885757,0.3352718,14.56964
9,0.7646326,0.9890332,0.8134632,0.966476,0.6980711,0.3561195,10.83466
10,0.7414964,0.8189727,0.6475452,0.9385185,0.6360347,0.6664107,18.79591
11,0.7819251,1.027073,0.8098247,1.016104,0.7065559,0.3500682,5.618374
12,0.8045484,1.065113,0.8665624,1.029422,0.7460673,0.3155774,8.175025
13,0.8300312,1.103153,0.8971938,1.073812,0.7712047,0.3047924,4.753505
14,0.8540053,1.141192,0.9069781,1.067978,0.7374216,0.416457,5.464058
15,0.80572,0.9403017,0.7252507,1.046809,0.6831484,0.6330902,6.832608
16,0.8703357,1.179231,0.9447958,1.133347,0.7609064,0.3333982,5.785915
17,0.893483,1.217271,1.005212,1.143802,0.8013315,0.2997985,10.69569
18,0.8345617,1.000966,0.8217624,1.109061,0.7572138,0.4838054,4.578913
19,0.8354329,1.000966,0.7770538,1.082906,0.6831484,0.6330903,14.19092

