userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
5,1,ForceDirectedAlgorithm, Task2,1.04251,1.01935,1.004037,0.9908804,0.9432231,3
5,2,ForceDirectedAlgorithm, Task2,1.083367,1.041075,0.9991791,0.9906312,0.8857477,3
5,3,ForceDirectedAlgorithm, Task2,1.12637,1.066658,0.9962562,0.9801266,0.8305886,3
5,4,ForceDirectedAlgorithm, Task2,1.127978,1.028643,0.9826466,0.9697633,0.890969,3
5,5,ForceDirectedAlgorithm, Task2,1.11438,0.9985481,0.965615,0.9613483,0.960108,3
5,6,ForceDirectedAlgorithm, Task2,1.161396,1.012078,0.9640847,0.954666,0.9077755,3
5,7,ForceDirectedAlgorithm, Task2,1.158679,0.9792788,0.9468008,0.9403418,0.9748996,3
5,8,ForceDirectedAlgorithm, Task2,1.203851,1.001877,0.9388391,0.934227,0.9212055,3
5,9,ForceDirectedAlgorithm, Task2,1.244177,1.024969,0.9378384,0.9285316,0.8644835,3
5,10,ForceDirectedAlgorithm, Task2,1.293106,1.042812,0.9343901,0.9158823,0.8138096,3
5,11,ForceDirectedAlgorithm, Task2,1.291333,1.011497,0.9269064,0.8901975,0.8800666,3
5,12,ForceDirectedAlgorithm, Task2,1.34033,1.028385,0.9228669,0.8789718,0.8294461,3
5,13,ForceDirectedAlgorithm, Task2,1.392023,1.046405,0.9146212,0.8665544,0.7803956,3
5,14,ForceDirectedAlgorithm, Task2,1.452033,1.061144,0.9000505,0.851307,0.7354655,3
5,15,ForceDirectedAlgorithm, Task2,1.533561,1.06352,0.8806527,0.8181269,0.7041388,3
5,16,ForceDirectedAlgorithm, Task2,1.544426,1.022784,0.8729867,0.7987708,0.761032,3
5,17,ForceDirectedAlgorithm, Task2,1.6089,1.031629,0.861236,0.7807479,0.7174867,3
5,18,ForceDirectedAlgorithm, Task2,1.682318,1.036322,0.8424824,0.7619671,0.6769095,3
5,19,ForceDirectedAlgorithm, Task2,1.688329,1.00279,0.8278305,0.7420055,0.7390457,3
5,20,ForceDirectedAlgorithm, Task2,1.699105,0.9635351,0.8172942,0.7221212,0.7979445,3

