option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.4803329,0.4528145,0.5427914,0.6660948,0.4837263,0.2562377,48.04041
alt1,0.5208502,0.5468631,0.5636249,0.7392655,0.4743831,0.2801145,0
alt1,0.6014691,0.6572204,0.5070118,0.6921459,0.5126123,0.638355,8.240975
alt1,0.6319703,0.8569366,0.7394606,0.7596799,0.5416595,0.262115,11.92858
alt1,0.6276299,0.8581598,0.6973023,0.7597635,0.5207413,0.3021824,5.47501
alt1,0.5966371,0.6760348,0.5172839,0.6971135,0.4529266,0.6398264,5.418616
alt1,0.6158458,0.8835841,0.6442955,0.7251272,0.5181721,0.3080502,5.542034
alt1,0.5901929,0.6535895,0.4838209,0.647785,0.4698691,0.6958997,6.354797
alt1,0.518744,0.5451214,0.5239044,0.6552209,0.4812011,0.3882721,8.042804
alt1,0.4919742,0.5224438,0.5015695,0.6294463,0.4480289,0.3583827,5.817641
alt1,0.5195444,0.5855372,0.5453104,0.6521159,0.4717521,0.3430066,8.606151
alt1,0.5967075,0.7833824,0.4855393,0.63357,0.4417964,0.6392497,6.097291
alt1,0.6112389,0.8751332,0.4912648,0.6456974,0.4439828,0.6001163,5.039772
alt1,0.463751,0.4995328,0.4902529,0.5931749,0.4513352,0.2844592,7.052203
alt1,0.5322747,0.6575018,0.4685533,0.6391791,0.4243558,0.4717838,7.775046
alt1,0.6493414,1.166726,0.7209451,0.6809037,0.4393159,0.2388168,10.77932
alt1,0.600312,0.9369206,0.4981038,0.6047306,0.4133322,0.5484728,6.462303
alt1,0.5940563,0.9760335,0.5496436,0.633775,0.3887518,0.4220776,5.541808
alt1,0.4996964,0.6538411,0.4879005,0.606695,0.3999828,0.3500626,3.809593
alt1,0.483937,0.7089481,0.4907158,0.5556126,0.3580276,0.3063808,1.679944

