UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.157596,1.071737,1.014965,0.9661905,0.7895113,0
0,0,ConeBurst,Task,1.255892,1.120284,0.9983591,0.961395,0.6640706,0
0,0,ConeBurst,Task,1.339819,1.166999,0.9877446,0.9363279,0.5691096,0
0,0,ConeBurst,Task,1.343956,1.10803,0.9701979,0.9244294,0.6533874,0
0,0,ConeBurst,Task,1.326228,1.072289,0.9534312,0.9188322,0.7292196,0
0,0,ConeBurst,Task,1.365743,1.082719,0.9501507,0.9110878,0.6902992,0
0,0,ConeBurst,Task,1.363298,1.061744,0.9409736,0.904187,0.729798,0
0,0,ConeBurst,Task,1.389643,1.07642,0.9339978,0.8987052,0.7012339,0
0,0,ConeBurst,Task,1.407134,1.088034,0.9327958,0.895098,0.6769385,0
0,0,ConeBurst,Task,1.422216,1.09501,0.9319332,0.8906524,0.660188,0
0,0,ConeBurst,Task,1.421137,1.090385,0.9310724,0.8870879,0.6703175,0
0,0,ConeBurst,Task,1.429761,1.094693,0.9304447,0.8846742,0.6604269,0
0,0,ConeBurst,Task,1.43456,1.097506,0.9297994,0.8834619,0.6546732,0
0,0,ConeBurst,Task,1.439557,1.099851,0.9286423,0.8822649,0.6496846,0
0,0,ConeBurst,Task,1.442896,1.100392,0.9279522,0.8804136,0.6483462,0
0,0,ConeBurst,Task,1.442806,1.09912,0.9276894,0.8797129,0.6506726,0
0,0,ConeBurst,Task,1.444903,1.100124,0.9275055,0.879057,0.6484106,0
0,0,ConeBurst,Task,1.446377,1.100704,0.9271603,0.8787332,0.6470249,0
0,0,ConeBurst,Task,1.446335,1.100521,0.9270723,0.878607,0.6474649,0
0,0,ConeBurst,Task,1.446306,1.100118,0.9269893,0.8783858,0.6482002,0

