edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6484801,0.6484801,0.6484801,0.6484801,0.6176001
0.6861446,0.6861446,0.6861446,0.6861446,0.6237679
0.7076563,0.7076563,0.7076563,0.7076563,0.6153533
0.6821885,0.6525281,0.6821885,0.6821885,0.6228678
0.6922691,0.6621705,0.6922691,0.6922691,0.6621705
0.7485664,0.7173761,0.7485664,0.7485664,0.6861859
0.715806,0.6561556,0.715806,0.715806,0.6859808
0.7774246,0.7152306,0.7463276,0.7774246,0.6841337
0.8119359,0.7494793,0.7807076,0.8119359,0.6557945
0.8527393,0.7895735,0.8211564,0.8527393,0.6316589
0.8027316,0.7135393,0.7730008,0.7730008,0.624347
0.8866978,0.7916945,0.8550301,0.8550301,0.6333557
0.9233231,0.8278069,0.8914844,0.8914844,0.6367747
0.9593851,0.8634467,0.8954262,0.9274056,0.6076107
1.010465,0.9126782,0.9452738,0.9452738,0.6193175
0.9212399,0.8320878,0.8618051,0.8320878,0.5943485
1.035336,0.9382733,0.9706275,0.9382733,0.614731
1.073766,0.9761514,1.00869,0.9761514,0.585691
0.9700865,0.8818968,0.8818968,0.8525003,0.5585348
0.9845335,0.8950305,0.8950305,0.8353618,0.5966871

