userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
1,1,ForceDirectedAlgorithm, Task2,1.047477,1.032251,0.9906452,0.9819087,0.9477177,4
1,2,ForceDirectedAlgorithm, Task2,1.064867,1.047075,0.9381255,0.9548879,0.9950451,4
1,3,ForceDirectedAlgorithm, Task2,1.109112,1.071668,0.9386793,0.9403744,0.9401668,4
1,4,ForceDirectedAlgorithm, Task2,1.164261,1.099035,0.9141512,0.9284317,0.8941211,4
1,5,ForceDirectedAlgorithm, Task2,1.155347,1.12014,0.951888,0.9392402,0.8333846,4
1,6,ForceDirectedAlgorithm, Task2,1.095235,1.156265,0.9799297,0.9801903,0.7883801,4
1,7,ForceDirectedAlgorithm, Task2,1.146746,1.189616,0.967829,0.9564552,0.739354,4
1,8,ForceDirectedAlgorithm, Task2,1.114931,1.242876,0.9801284,0.9708979,0.691167,4
1,9,ForceDirectedAlgorithm, Task2,1.174661,1.20284,0.973626,0.9539439,0.694929,4
1,10,ForceDirectedAlgorithm, Task2,1.211469,1.263372,0.9551753,0.9196337,0.6503505,4
1,11,ForceDirectedAlgorithm, Task2,1.2921,1.250961,0.9402875,0.8907498,0.6259017,4
1,12,ForceDirectedAlgorithm, Task2,1.343884,1.202557,0.9343374,0.8874772,0.6317443,4
1,13,ForceDirectedAlgorithm, Task2,1.284949,1.154225,0.9775406,0.9205663,0.6627181,4
1,14,ForceDirectedAlgorithm, Task2,1.350081,1.184818,0.9567134,0.8887239,0.6196634,4
1,15,ForceDirectedAlgorithm, Task2,1.401724,1.13615,0.9591727,0.88516,0.6177938,4
1,16,ForceDirectedAlgorithm, Task2,1.4641,1.180239,0.9354416,0.8422803,0.5779392,4
1,17,ForceDirectedAlgorithm, Task2,1.489996,1.25125,0.9005638,0.8193039,0.5388873,4
1,18,ForceDirectedAlgorithm, Task2,1.580243,1.245489,0.8800941,0.7894093,0.5047645,4
1,19,ForceDirectedAlgorithm, Task2,1.540436,1.304118,0.881529,0.7781638,0.4957528,4
1,20,ForceDirectedAlgorithm, Task2,1.486348,1.350404,0.8941608,0.778134,0.490953,4

