option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5827472,0.6913109,0.680309,0.7427417,0.4985588,0.3008155,342.3052
chosenOption,0.6281701,0.6613727,0.6859822,0.6548073,0.5089669,0.6297213,220.82
chosenOption,0.5841332,0.736154,0.7123343,0.6967849,0.4760678,0.299325,350.2478
chosenOption,0.618126,0.7667411,0.7771029,0.6920464,0.5245776,0.330162,222.1963
chosenOption,0.5000119,0.5527594,0.6244747,0.6549047,0.4369785,0.230942,222.9851
chosenOption,0.4874339,0.4441846,0.6130517,0.6870211,0.5166512,0.1762606,224.8542
chosenOption,0.5994879,0.7571482,0.7866174,0.7278346,0.4886825,0.2371569,361.9758
chosenOption,0.48579,0.4913315,0.6469833,0.6425736,0.465884,0.1821773,364.6185
chosenOption,0.5987847,0.7707638,0.6632122,0.7203107,0.4807595,0.3588773,229.1641
chosenOption,0.6388935,0.8120559,0.9028286,0.7528869,0.4963835,0.2303122,324.1616
chosenOption,0.6448157,0.9164186,0.7585815,0.7500016,0.4830129,0.3160644,232.9649
chosenOption,0.5789942,0.8158262,0.6257385,0.6565189,0.4679509,0.3289362,371.7752
chosenOption,0.4972178,0.5166693,0.510275,0.6747734,0.4660624,0.3183091,374.4055
chosenOption,0.6115804,0.8882996,0.7852299,0.7260602,0.4589564,0.1993559,377.5277
chosenOption,0.552668,0.8524354,0.5848966,0.675427,0.4388515,0.2117299,238.5074
chosenOption,0.64577,0.9690268,0.8527722,0.7417104,0.4605919,0.2047482,381.6013
chosenOption,0.6436278,0.9244265,0.9273371,0.6767442,0.4659204,0.2237107,384.5736
chosenOption,0.6015507,1.030051,0.7558711,0.6659874,0.4079049,0.1479398,242.1105
chosenOption,0.5728451,0.827634,0.7847296,0.6545159,0.3955166,0.2018294,246.2789
chosenOption,0.5861019,0.7313572,0.8717562,0.6765012,0.4302599,0.2206348,248.6092

