option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.4957244,0.2952701,0.2877197,0.7836978,0.4809135,0.6310208,31.51146
chosenOption,0.5001536,0.2895296,0.2767173,0.7880789,0.4756687,0.6707737,3.221269
chosenOption,0.4964519,0.3173988,0.323987,0.6523172,0.4780183,0.710538,1.559378
chosenOption,0.5320376,0.3512095,0.3461023,0.7444382,0.483838,0.7346004,1.527438
chosenOption,0.5146153,0.502347,0.4825966,0.7132263,0.4713013,0.4036055,1.787625
chosenOption,0.5377879,0.324966,0.3494524,0.6941471,0.4965367,0.823837,1.343067
chosenOption,0.5081099,0.2849618,0.2486474,0.7397856,0.4420189,0.8251356,1.310035
chosenOption,0.5045959,0.3113897,0.2911727,0.6065944,0.4415668,0.8722558,2.402562
chosenOption,0.3981497,0.215158,0.3090265,0.670443,0.4231106,0.3730103,1.155857
chosenOption,0.5463243,0.3046301,0.3218394,0.6799634,0.4857664,0.9394223,0.9777536
chosenOption,0.3903647,0.2657976,0.3306009,0.6334594,0.4148488,0.3071167,3.485326
chosenOption,0.5140845,0.2714921,0.2363495,0.738225,0.4414183,0.8829374,1.37923
chosenOption,0.5041558,0.4798281,0.439971,0.6843109,0.4498161,0.4668527,2.342846
chosenOption,0.5366635,0.3462553,0.3124598,0.7116939,0.450685,0.8622234,1.433891
chosenOption,0.413652,0.2715178,0.3333992,0.6939898,0.4506305,0.3187228,1.163753
chosenOption,0.5469571,0.3091708,0.3140648,0.6829128,0.4778272,0.9508101,0.5318584
chosenOption,0.5183012,0.2699869,0.2230302,0.7250169,0.4220273,0.9514446,0.843834
chosenOption,0.3849633,0.2077644,0.290745,0.650834,0.4345596,0.3409137,1.0005
chosenOption,0.5410277,0.3320119,0.2938202,0.7145687,0.4445845,0.9201533,2.58161
chosenOption,0.5000817,0.2044259,0.1864094,0.6681708,0.4111858,1.030216,1.286633

