step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5048847,0.4686708,0.5380687,0.7134857,0.5163895,0.2878085,17.57839
1,0.504353,0.4686707,0.5111652,0.7491602,0.4905701,0.3021989,0.7106022
2,0.4314353,0.2631937,0.3376208,0.8097632,0.4536321,0.2929665,0.5393021
3,0.4230626,0.2631937,0.329694,0.7779973,0.4384295,0.3059986,0.6343035
4,0.4767154,0.2336905,0.2030458,0.7945071,0.3837378,0.7685957,0.8811623
5,0.5122446,0.4359563,0.4541168,0.8335533,0.4073429,0.4302535,0.644982
6,0.4203183,0.2763534,0.3242599,0.7977155,0.4204779,0.2827848,0.7562569
7,0.4121314,0.2453751,0.3128713,0.8191528,0.405747,0.2775109,0.4291683
8,0.541872,0.3885415,0.2885048,0.8338165,0.3776245,0.8208728,1.230759
9,0.4120851,0.2631936,0.3154111,0.7813346,0.3599333,0.3405528,0.5545924
10,0.4685846,0.4151964,0.3504908,0.8570912,0.3546943,0.3654501,1.100587
11,0.4731554,0.4686708,0.3766481,0.7848342,0.3614727,0.3741511,1.100775
12,0.493871,0.3305669,0.2276161,0.7436558,0.3181996,0.8493168,2.858382
13,0.4989461,0.4359563,0.3739784,0.8697947,0.3309661,0.4840351,0.9500961
14,0.4995393,0.2453751,0.1649746,0.9028491,0.2878034,0.8966943,0.7363995
15,0.4201243,0.2453751,0.2500375,0.9535201,0.3106654,0.3410233,0.6332812
16,0.4138145,0.2763534,0.2479634,0.9064949,0.3215419,0.316719,0.6123291
17,0.5048367,0.4359563,0.3205529,0.9422775,0.305507,0.5198897,0.5662999
18,0.4623212,0.4151965,0.2664976,0.8689106,0.3095187,0.4514827,0.6338682
19,0.4907125,0.4151965,0.3065747,0.9483389,0.2651801,0.5182722,0.6792203

