edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4957244,0.4709381,0.5205106,0.4709381,0.5205106
0.5001537,0.4501383,0.550169,0.4501383,0.550169
0.4964519,0.421984,0.5212744,0.421984,0.5709196
0.5320377,0.4256301,0.5852414,0.4256301,0.6384451
0.5403461,0.437423,0.5918076,0.4116923,0.6175383
0.5646772,0.4571196,0.5915665,0.4571196,0.6722346
0.5335153,0.4064879,0.5843263,0.4064879,0.6605427
0.5298256,0.3784469,0.5550554,0.3784469,0.6812043
0.3981496,0.2986122,0.4379646,0.2787047,0.5175945
0.5463243,0.382427,0.628273,0.4097432,0.7375377
0.3903646,0.2732553,0.4294011,0.2732553,0.5074739
0.5140844,0.3341548,0.5911971,0.3341548,0.6940138
0.5293635,0.352909,0.6049868,0.3277012,0.6806101
0.5634966,0.3488312,0.6708292,0.321998,0.7513286
0.4343346,0.2688738,0.5377475,0.2688738,0.5584301
0.5743049,0.3555221,0.6836963,0.3555221,0.7657398
0.5442162,0.3109807,0.6737914,0.3109807,0.7515365
0.3849633,0.230978,0.5004522,0.230978,0.5389485
0.5410277,0.2975652,0.7303873,0.2975652,0.78449
0.4750775,0.2500407,0.67511,0.2500407,0.7501221

