step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4957244,0.2952701,0.2877197,0.7836978,0.4809135,0.6310208,31.51146
1,0.5021853,0.2952702,0.2733337,0.822883,0.4568678,0.6625716,3.221269
2,0.4979341,0.330567,0.3151609,0.7113228,0.4405842,0.6920355,1.559378
3,0.5240329,0.3700395,0.3269722,0.795916,0.4279746,0.6992621,1.527438
4,0.5132541,0.5358412,0.4459268,0.8063874,0.4002921,0.3778229,1.787625
5,0.5478361,0.3470954,0.3324258,0.8274723,0.4260541,0.806133,1.343067
6,0.5228432,0.3100337,0.2445618,0.8620677,0.4087765,0.7887762,1.310035
7,0.516077,0.3470953,0.280143,0.7436558,0.3916304,0.8178605,2.402562
8,0.4080375,0.2453751,0.2885048,0.8068247,0.35846,0.3410231,1.155857
9,0.5322974,0.330567,0.2933168,0.7914953,0.3727973,0.8733107,0.9777536
10,0.4000014,0.2952701,0.2920582,0.7862069,0.3472476,0.2792241,3.485326
11,0.5031416,0.2952701,0.2014038,0.8620676,0.3366394,0.8203269,1.37923
12,0.4982972,0.535841,0.3623155,0.8430414,0.3252373,0.4250507,2.342846
13,0.5431157,0.3885415,0.2692711,0.9096182,0.3272746,0.8208733,1.433891
14,0.4265921,0.3100337,0.2776996,0.9385964,0.3097226,0.2969081,1.163753
15,0.557955,0.3470954,0.2542079,0.9354035,0.3461689,0.9068994,0.5318584
16,0.5345393,0.3100337,0.1870178,0.9796222,0.3125938,0.8834293,0.843834
17,0.4039738,0.245375,0.2346534,0.9259989,0.3043102,0.3095315,1.0005
18,0.5479277,0.3700394,0.2308038,0.9854196,0.3020996,0.8512759,2.58161
19,0.5081801,0.2336905,0.1395939,0.975077,0.2638197,0.9287192,1.286633

