step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4181559,0.2631937,0.3814823,0.7251959,0.49468,0.2262278,12.07502
1,0.4189086,0.2631938,0.3624082,0.761456,0.469946,0.2375392,1.055926
2,0.4973345,0.4151964,0.4672572,0.8212699,0.4906906,0.2922581,0.8883207
3,0.4837433,0.4151964,0.5220482,0.7249529,0.4416161,0.3149032,0.4022599
4,0.398402,0.2336905,0.3128713,0.7835374,0.405747,0.256164,0.6408828
5,0.420267,0.2453751,0.3269721,0.8434986,0.3823574,0.3031318,0.4771707
6,0.5065978,0.4921043,0.4573584,0.7848343,0.4389311,0.3597608,0.5216458
7,0.5322403,0.5626332,0.4459268,0.8430414,0.4002921,0.409308,0.7664827
8,0.4999756,0.4359563,0.4006912,0.7973118,0.3818838,0.4840349,0.5334703
9,0.4816266,0.4151964,0.4180564,0.7727205,0.337502,0.4646578,0
10,0.4932802,0.2336906,0.177665,0.8306212,0.3597542,0.8646699,3.281773
11,0.3936638,0.2631937,0.2670376,0.7977155,0.346276,0.2940962,0.7959411
12,0.384981,0.2336905,0.2542079,0.8191527,0.3296694,0.2881845,1.453744
13,0.4221953,0.2763534,0.2943836,0.852365,0.3342239,0.3536509,1.579533
14,0.4932102,0.4359563,0.3623155,0.8780914,0.2892874,0.5004005,1.475038
15,0.491416,0.4359563,0.3374635,0.970592,0.3543876,0.3586805,0.5415807
16,0.4944582,0.4921043,0.3497446,0.8918571,0.3356532,0.402932,0.4974008
17,0.5207618,0.3470953,0.2101072,0.8406545,0.2937227,0.9122295,0.5477877
18,0.4268758,0.2952701,0.2563382,0.9761401,0.3097226,0.2969082,1.902121
19,0.3994879,0.2631936,0.1994139,0.9791244,0.2844588,0.2712489,0.4999422

