step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5017766,0.33043,0.3986452,0.6975729,0.5619069,0.520328,4.392066
1,0.6029319,0.672955,0.532234,0.7546157,0.5086506,0.5462042,4.269153
2,0.6019064,0.595186,0.4489026,0.781795,0.5030045,0.6806436,3.786957
3,0.611107,0.6729544,0.7914826,0.7822827,0.5135062,0.2953092,3.142605
4,0.510409,0.3819124,0.3884642,0.7462204,0.5360969,0.4993511,1.021285
5,0.6030508,0.6071312,0.624176,0.8070794,0.4442092,0.5326584,1.165817
6,0.5167038,0.3799944,0.4438208,0.8204249,0.5012627,0.4380161,3.498045
7,0.479213,0.3579391,0.3716893,0.8057274,0.4903776,0.3703318,2.831516
8,0.6006886,0.6385669,0.6076112,0.9227298,0.4377329,0.3968021,2.86576
9,0.5772997,0.6131874,0.5633366,0.9220145,0.454281,0.3336789,3.576508
10,0.6916986,1.000941,0.6166235,1.064615,0.4174436,0.3588695,5.697558
11,0.5950474,0.6367716,0.6196703,0.9574767,0.4038053,0.3575132,2.287393
12,0.5185807,0.3740655,0.4727052,0.9700193,0.3726686,0.4034449,5.307585
13,0.6990018,1.038012,0.6593668,1.013258,0.3977749,0.3865976,5.565286
14,0.6220448,0.7151952,0.672901,0.9902541,0.3624555,0.3694184,3.620093
15,0.5002704,0.4325098,0.4088581,0.9735872,0.4086479,0.2777488,2.865677
16,0.607379,0.6839398,0.6753496,1.042223,0.3366665,0.2987162,4.275348
17,0.5503852,0.495645,0.4783742,1.046359,0.3933348,0.3382131,5.057715
18,0.6779038,0.7918226,0.7144249,1.135496,0.3856126,0.3621631,1.998968
19,0.5490816,0.4275031,0.5156783,1.108593,0.3478239,0.3458098,3.021402

