option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5606406,0.6894947,0.6076112,0.739814,0.481296,0.2849872,33.46646
chosenOption,0.5064079,0.3450589,0.4437828,0.7328892,0.5207049,0.4896038,8.491307
chosenOption,0.5928911,0.6772551,0.6566297,0.7252492,0.4886909,0.4166304,5.165213
chosenOption,0.5791198,0.6573176,0.4848838,0.7432058,0.4980146,0.5121772,4.894185
chosenOption,0.5815817,0.7938716,0.5621853,0.7807399,0.462479,0.3086326,11.71173
chosenOption,0.5697455,0.77519,0.5913935,0.7514681,0.4731941,0.2574816,4.995723
chosenOption,0.6043626,0.8111739,0.5111722,0.7409912,0.5044611,0.4540145,3.941546
chosenOption,0.6112401,0.9211259,0.5465495,0.735563,0.5019563,0.3510061,10.3711
chosenOption,0.6064957,0.9077292,0.5240781,0.7555866,0.469725,0.3753594,4.909524
chosenOption,0.6402243,1.03359,0.5456331,0.7696935,0.4500848,0.4021205,5.964037
chosenOption,0.5706826,0.7559829,0.555503,0.7100034,0.4318721,0.400052,3.561
chosenOption,0.6107899,1.001377,0.5478808,0.7288027,0.427845,0.3480442,4.342589
chosenOption,0.582172,0.7864051,0.576111,0.6872354,0.454661,0.4064479,5.262798
chosenOption,0.5399171,0.739538,0.6039503,0.6489369,0.3915995,0.3155608,4.706294
chosenOption,0.6263419,1.14116,0.6333931,0.6669818,0.4202993,0.2698757,3.374725
chosenOption,0.5705739,0.8313599,0.6607443,0.6531632,0.3789961,0.328606,7.775334
chosenOption,0.6295174,1.104111,0.6874608,0.6417729,0.3946064,0.3196361,4.343402
chosenOption,0.6482671,1.256902,0.6884641,0.6123009,0.3607296,0.3229385,7.167347
chosenOption,0.6364275,1.33033,0.6581525,0.6014296,0.3635886,0.2286363,1.528681
chosenOption,0.6473396,1.407557,0.6765202,0.5478336,0.3533635,0.2514243,2.957483

