edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5886726,0.5606406,0.5886726,0.5606406,0.5326086
0.5064079,0.4810875,0.5570487,0.5317283,0.4810875
0.6225356,0.592891,0.6225356,0.592891,0.5336019
0.6080757,0.5791198,0.6080757,0.5791197,0.5212078
0.6397398,0.5815817,0.6397398,0.5525026,0.4943444
0.6552072,0.5697454,0.6552072,0.5412581,0.4557963
0.725235,0.6043626,0.725235,0.5439263,0.48349
0.7640501,0.6112401,0.7640501,0.5501161,0.4584301
0.7884442,0.6064957,0.7884442,0.545846,0.4245469
0.8643026,0.6722355,0.8643026,0.5441906,0.448157
0.7704214,0.6277509,0.7704214,0.4565461,0.428012
0.8551056,0.6718688,0.8551056,0.4580924,0.4275529
0.8150407,0.6403893,0.8150407,0.4657376,0.4075204
0.7558838,0.5939088,0.7558838,0.4049378,0.3509461
0.9081956,0.6889761,0.9081956,0.4697564,0.3758051
0.827332,0.6561599,0.827332,0.3994017,0.370873
0.9442759,0.7554208,0.9442759,0.4406621,0.4091863
1.004814,0.7779203,1.004814,0.4537868,0.4213735
1.018283,0.7637128,1.018283,0.4454991,0.3818564
1.06811,0.8091745,1.003376,0.4855047,0.3560368

