option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.4085384,0.2888077,0.4073105,0.6761881,0.4808999,0.1894857,40.2638
alt1,0.5142941,0.5159982,0.6688566,0.6708853,0.5299104,0.1858203,3.792492
alt1,0.5006038,0.5746619,0.5876002,0.6978204,0.503525,0.1394115,7.69808
alt1,0.4752192,0.4966415,0.5781854,0.6999975,0.4784538,0.1228181,5.987537
alt1,0.4188459,0.3163958,0.3819207,0.6392223,0.4639453,0.2927452,6.038969
alt1,0.4900863,0.6297074,0.5158659,0.6625184,0.4685474,0.1737926,6.068044
alt1,0.5622941,0.6891145,0.2584628,0.6864143,0.4795046,0.6979742,6.424267
alt1,0.4063044,0.2566672,0.3638138,0.6362032,0.5022577,0.2725801,2.370945
alt1,0.5589998,0.6658042,0.281023,0.5836253,0.48861,0.7759364,4.965991
alt1,0.4988113,0.5352349,0.5730833,0.6622254,0.5033072,0.2202057,2.543362
alt1,0.3966958,0.3105598,0.345176,0.6572381,0.4481839,0.222321,7.935232
alt1,0.4902126,0.6042573,0.5243109,0.6879675,0.4788988,0.1556286,7.27643
alt1,0.4721002,0.5684054,0.4744284,0.6379312,0.4660179,0.2137177,10.33094
alt1,0.5645905,0.7436186,0.2625006,0.5568804,0.4565129,0.8034402,8.333401
alt1,0.4144874,0.3141632,0.3599996,0.6285834,0.4481822,0.3215086,7.001667
alt1,0.5618284,0.7075974,0.2442057,0.6694853,0.4407617,0.7470919,5.975762
alt1,0.4825322,0.6189225,0.4948206,0.6739166,0.4573943,0.1676069,6.686388
alt1,0.6043693,0.7898437,0.3899302,0.6586234,0.4544953,0.7289537,7.636361
alt1,0.4122854,0.3344167,0.3538599,0.6216655,0.4347654,0.3167194,5.334179
alt1,0.4060159,0.3756134,0.3733838,0.6400599,0.4501561,0.1908662,5.086199

