step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5483648,0.6433421,0.3053455,0.705175,0.4967836,0.591178,22.72294
1,0.4239949,0.2888077,0.398365,0.6730797,0.5160008,0.2437211,3.964031
2,0.4334149,0.3385371,0.4335346,0.6954803,0.5278845,0.1716379,3.722983
3,0.4270559,0.2818749,0.3844969,0.6990255,0.5150666,0.2548154,1.866312
4,0.5070236,0.586323,0.5072454,0.7329646,0.5071557,0.2014294,5.557912
5,0.61185,0.7720107,0.274811,0.8109512,0.5216227,0.6798545,3.420806
6,0.5232725,0.6350142,0.5332576,0.7758543,0.5106465,0.1615896,6.319194
7,0.4835183,0.5162825,0.5511867,0.7438803,0.4710557,0.1351865,6.846001
8,0.4437143,0.3321287,0.3853998,0.6895101,0.4898583,0.3216747,5.298496
9,0.4422732,0.3707789,0.4118578,0.7285985,0.5027472,0.1973835,2.421321
10,0.6078261,0.7720106,0.2748109,0.8109512,0.4719444,0.7094134,3.144071
11,0.4534994,0.3465692,0.3604257,0.7740418,0.4914294,0.2950308,8.940383
12,0.4443312,0.3203123,0.3642602,0.7307992,0.5150665,0.2912178,5.274904
13,0.5399266,0.6627999,0.4740559,0.8643638,0.5335947,0.1648189,7.018245
14,0.5592383,0.6373073,0.5758896,0.8073334,0.5300586,0.2456025,0
15,0.4588261,0.3754502,0.3462139,0.8452351,0.4808998,0.2463314,3.387345
16,0.4671807,0.3331248,0.3642602,0.7943469,0.5408199,0.3033517,1.688567
17,0.4757337,0.3898904,0.322486,0.8413496,0.4914293,0.3335131,5.927591
18,0.643345,0.8685115,0.2935754,0.7213289,0.5186915,0.8146178,2.25559
19,0.6212819,0.8685119,0.2643812,0.8555211,0.4964392,0.6215562,4.650441

