UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.057762,1.216789,0.9865338,0.9986614,0.7402545,0
0,0,ConeBurst,Task,1.195201,0.974214,0.9647548,0.9518041,0.9140263,0
0,0,ConeBurst,Task,1.239716,0.8616171,0.9627845,0.9032794,1.032603,0
0,0,ConeBurst,Task,1.330096,0.7462945,0.928507,0.8632722,1.131831,0
0,0,ConeBurst,Task,1.379747,0.7074044,0.8927745,0.8250934,1.194981,0
0,0,ConeBurst,Task,1.323994,0.7241428,0.9182866,0.8494017,1.184175,0
0,0,ConeBurst,Task,1.280564,0.7327214,0.9344999,0.8665835,1.185631,0
0,0,ConeBurst,Task,1.304704,0.7134139,0.9156669,0.8473577,1.218858,0
0,0,ConeBurst,Task,1.313327,0.7283385,0.9211374,0.8494819,1.187715,0
0,0,ConeBurst,Task,1.325673,0.7088279,0.9153563,0.8418204,1.208323,0
0,0,ConeBurst,Task,1.331586,0.7185053,0.9156711,0.8426999,1.191538,0
0,0,ConeBurst,Task,1.336473,0.7086257,0.9110603,0.8381487,1.205692,0
0,0,ConeBurst,Task,1.341789,0.7046967,0.9072779,0.8335518,1.212685,0
0,0,ConeBurst,Task,1.337238,0.7065618,0.9091368,0.8355768,1.211487,0
0,0,ConeBurst,Task,1.338616,0.7026703,0.9086468,0.8329545,1.217112,0
0,0,ConeBurst,Task,1.340044,0.7049528,0.9087279,0.8331675,1.213108,0
0,0,ConeBurst,Task,1.341322,0.7024943,0.9077322,0.8319267,1.216525,0
0,0,ConeBurst,Task,1.341896,0.703371,0.9078441,0.8321712,1.214718,0
0,0,ConeBurst,Task,1.342194,0.7044474,0.9084365,0.8323014,1.212621,0
0,0,ConeBurst,Task,1.342255,0.7052447,0.9083717,0.8323514,1.211777,0

