step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5052532,0.5521864,0.6057283,0.703656,0.5142689,0.1504264,30.67412
1,0.5552064,0.643342,0.3086724,0.7047434,0.5332713,0.5860026,6.163761
2,0.5671926,0.6264238,0.3869163,0.8082532,0.5262856,0.4880838,6.698286
3,0.5530433,0.7076765,0.2643811,0.7528586,0.4964392,0.5438612,3.641374
4,0.6341592,0.7966793,0.4423939,0.7727632,0.5203968,0.6385628,4.15367
5,0.4427237,0.3465694,0.3665794,0.7776163,0.5049448,0.2179084,6.441556
6,0.4400865,0.3321289,0.3414559,0.7403876,0.4914293,0.2950307,4.608443
7,0.6208075,0.7620409,0.442394,0.7376372,0.494377,0.6675885,6.602262
8,0.5040226,0.5863227,0.5072454,0.699648,0.5071557,0.2197412,6.552136
9,0.569836,0.7398434,0.2643811,0.7528586,0.4964391,0.5956576,7.560961
10,0.53721,0.6626235,0.5451554,0.8092044,0.4885554,0.1805116,6.882442
11,0.6157979,0.7720103,0.2792751,0.810455,0.5078775,0.7093716,9.03787
12,0.6666498,0.8659558,0.442394,0.8078887,0.5203969,0.6966138,10.118
13,0.4397821,0.37545,0.3527713,0.7213596,0.4933164,0.2560131,9.839634
14,0.7052782,0.8041776,0.3689059,0.9844279,0.5192274,0.849652,7.873755
15,0.5644209,0.7178425,0.5148691,0.8795699,0.5142688,0.1955544,5.496356
16,0.6572356,0.8363448,0.2645764,0.8809292,0.5332714,0.771056,6.973014
17,0.549096,0.688292,0.4790651,0.8329143,0.5071557,0.2380529,2.496979
18,0.535549,0.6336194,0.5511865,0.8501493,0.4958481,0.1469419,8.363803
19,0.580597,0.6882921,0.6078835,0.8409724,0.5300587,0.2357784,5.699564

