step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4631085,0.3642237,0.3150732,0.702142,0.587178,0.3469258,3.166581
1,0.6192874,0.6076643,0.5333452,0.7033955,0.5006905,0.7513417,8.274225
2,0.4460114,0.3093258,0.3607385,0.6568764,0.5754461,0.32767,6.786475
3,0.5599184,0.6091934,0.5336314,0.6182637,0.5445027,0.4940008,6.719205
4,0.6492835,0.9107528,0.7504773,0.5615896,0.4362849,0.5873129,6.942252
5,0.4642381,0.4188572,0.3780877,0.5968207,0.5284602,0.3989647,5.119941
6,0.6584851,0.7422168,0.6353389,0.5393834,0.4328417,0.9426447,3.948876
7,0.5724544,0.6170083,0.6527345,0.5678726,0.4980989,0.5265576,5.178415
8,0.5747967,0.6438349,0.6788437,0.5323805,0.4704268,0.5484976,4.417906
9,0.4586872,0.3515025,0.3949119,0.4974211,0.560958,0.4886426,3.456269
10,0.4518152,0.418468,0.4482671,0.4674492,0.4410157,0.4838763,2.521389
11,0.4944142,0.4160157,0.4945632,0.4929398,0.5151377,0.5534144,5.443041
12,0.6369587,0.8251095,0.8107888,0.4497132,0.4046254,0.6945567,6.040729
13,0.6669224,0.9929705,0.8263293,0.4905169,0.3861633,0.6386318,3.730586
14,0.4981644,0.4314236,0.5116167,0.5281498,0.4464526,0.5731795,7.040849
15,0.7553329,0.9358386,0.9058188,0.509022,0.2921784,1.133807,3.427274
16,0.736325,1.022526,0.8277549,0.4555179,0.2934639,1.082362,4.855514
17,0.4877596,0.5491489,0.5204774,0.5310911,0.3443191,0.4937617,2.000008
18,0.6324463,0.8811134,0.7242958,0.5379985,0.3451668,0.6736569,2.587137
19,0.4750482,0.4828478,0.512305,0.5034068,0.3031982,0.5734829,6.218147

