userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
12,1,ConeBurst, Task2,1.026449,1.042743,0.9873675,1.000007,0.9434341,3
12,2,ConeBurst, Task2,1.08691,1.09366,0.9464771,0.964544,0.9084092,3
12,3,ConeBurst, Task2,1.1372,1.095618,0.9037156,0.914777,0.9486897,3
12,4,ConeBurst, Task2,1.185219,1.112764,0.8700281,0.8633339,0.968656,3
12,5,ConeBurst, Task2,1.182037,1.093231,0.8456205,0.8342545,1.044858,3
12,6,ConeBurst, Task2,1.183738,1.086612,0.8167356,0.7983615,1.114552,3
12,7,ConeBurst, Task2,1.220248,1.121268,0.8053527,0.80022,1.052912,3
12,8,ConeBurst, Task2,1.271856,1.11975,0.7670152,0.7511698,1.090209,3
12,9,ConeBurst, Task2,1.328072,1.106747,0.7228577,0.7044668,1.137856,3
12,10,ConeBurst, Task2,1.387552,1.105366,0.6789185,0.6589692,1.169195,3
12,11,ConeBurst, Task2,1.442769,1.084592,0.6423249,0.6111793,1.219134,3
12,12,ConeBurst, Task2,1.474406,1.072692,0.6096869,0.5651353,1.27808,3
12,13,ConeBurst, Task2,1.490307,1.065388,0.5750641,0.5224088,1.346833,3
12,14,ConeBurst, Task2,1.415445,1.074775,0.6142745,0.5600075,1.335498,3
12,15,ConeBurst, Task2,1.441787,1.049834,0.578289,0.5193126,1.410777,3
12,16,ConeBurst, Task2,1.488568,1.051597,0.5793686,0.5226268,1.35784,3
12,17,ConeBurst, Task2,1.53315,1.0668,0.5784138,0.5184015,1.303235,3
12,18,ConeBurst, Task2,1.517063,1.050933,0.554229,0.4935972,1.384177,3
12,19,ConeBurst, Task2,1.545175,1.029968,0.517884,0.450495,1.456478,3
12,20,ConeBurst, Task2,1.547809,1.015858,0.4807228,0.4107095,1.5449,3

