step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5757595,0.5893639,0.5405262,0.6918666,0.5780362,0.4790044,7.685069
1,0.6234726,0.7051905,0.638515,0.6943876,0.5393916,0.5398784,6.606999
2,0.6352709,0.74045,0.6070204,0.6182029,0.4891066,0.7215744,6.840444
3,0.6596261,0.8222072,0.7091808,0.6105642,0.4425496,0.7136286,6.986821
4,0.628283,0.720289,0.5928784,0.5865079,0.4674061,0.7743337,7.918151
5,0.6441437,0.6988137,0.6266249,0.5853268,0.4685971,0.841356,4.031087
6,0.5892059,0.6777686,0.6486316,0.5534933,0.4913309,0.5748052,4.03612
7,0.6654884,0.810969,0.6897959,0.520592,0.4401959,0.8658891,10.30577
8,0.6738759,0.8462288,0.7173876,0.4880549,0.4157406,0.9019679,6.958882
9,0.7102001,0.9075811,0.781932,0.4846312,0.4507153,0.9261407,4.685502
10,0.7038095,0.8902498,0.7619777,0.493393,0.4331833,0.9402438,5.7089
11,0.6944051,0.871298,0.7677009,0.4797349,0.3266906,1.026601,7.709795
12,0.7437876,0.903568,0.9058182,0.4726632,0.3408749,1.096014,2.277344
13,0.4724841,0.4667526,0.4962955,0.5034068,0.3583252,0.5376404,6.418908
14,0.7346879,0.9035679,0.7941731,0.5056718,0.3309966,1.13903,6.685724
15,0.6162542,0.8811138,0.7009317,0.5021321,0.3451668,0.6519265,5.701799
16,0.6582651,0.9640874,0.8748583,0.5208656,0.321009,0.6105049,4.845502
17,0.7233575,0.8811134,0.8093903,0.5164648,0.312398,1.097421,7.848577
18,0.7336861,0.9358383,0.8206453,0.5140018,0.2613525,1.136593,9.951553
19,0.7841119,0.9681088,0.9662057,0.5090219,0.2678302,1.209393,4.92174

