edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5757595,0.6045474,0.5757595,0.5757595,0.5757595
0.6493818,0.6803048,0.587536,0.6184589,0.6184589
0.6848952,0.7160268,0.5603688,0.5915005,0.6537637
0.738221,0.7703176,0.5456417,0.5777383,0.7061245
0.6952193,0.7254462,0.5138578,0.5440847,0.6952193
0.7061602,0.7368628,0.491242,0.5219446,0.7368628
0.6544474,0.7113559,0.4552678,0.5121763,0.6829017
0.7570766,0.8201662,0.4731729,0.5362626,0.7886214
0.7920039,0.8553642,0.4435222,0.5068826,0.8236841
0.8614525,0.9277181,0.4307263,0.5301247,0.8945853
0.8743416,0.9391076,0.4533624,0.4857454,0.9067246
0.8696271,0.9317433,0.4037555,0.4348136,0.9006853
0.9523537,1.018033,0.4597571,0.4269173,0.9851935
0.5614399,0.6015428,0.3007714,0.2606686,0.5814914
0.936987,0.9692968,0.4523386,0.3877188,0.9692968
0.7810917,0.8080258,0.3770788,0.3232104,0.8080258
0.8312633,0.8885918,0.4299639,0.3439711,0.8599275
0.9020143,0.9642221,0.4665592,0.3732474,0.9642221
0.9436114,1.006519,0.4403521,0.3459909,1.006519
0.994835,1.094319,0.4974176,0.3316117,1.094319

