option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5733688,0.5393949,0.5993015,0.6616001,0.4537024,0.6128452,3.689882
alt2,0.5099872,0.4231913,0.4681973,0.7297958,0.6952748,0.2334771,7.076916
alt2,0.5913014,0.6302347,0.658676,0.7021014,0.4195088,0.5459859,8.694438
alt2,0.5843995,0.6971498,0.6284111,0.6197059,0.3956333,0.5810971,12.16524
alt2,0.6178022,0.7255941,0.6657457,0.6610577,0.5259156,0.510698,22.9116
alt2,0.6507236,1.082494,0.6083043,0.6478336,0.7312642,0.1837221,17.00046
alt2,0.4579626,0.4129109,0.4484959,0.6509717,0.5548092,0.2226249,18.02861
alt2,0.5836976,0.7931234,0.6386906,0.5781372,0.3839665,0.5245703,20.55599
alt2,0.5892995,0.9117789,0.636328,0.6280091,0.4000087,0.3703729,21.46638
alt2,0.4995219,0.6258149,0.4270325,0.5829918,0.651692,0.2100785,31.55477
alt2,0.6168952,0.8625395,0.690729,0.5932546,0.4836781,0.4542744,27.00982
alt2,0.450362,0.4982182,0.4512027,0.5817993,0.5347359,0.185854,28.34091
alt2,0.6612663,1.35331,0.5692276,0.5541774,0.6366431,0.1929735,38.90152
alt2,0.4444567,0.4492238,0.5016088,0.5624456,0.4762356,0.2327696,30.9024

