edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4373083,0.4373083,0.4373083,0.4833407,0.4373083
0.688784,0.688784,0.688784,0.6887839,0.688784
0.4439226,0.4439226,0.467287,0.4906513,0.4439226
0.5667377,0.5667377,0.596566,0.6263943,0.5667377
0.6839288,0.6839288,0.6839288,0.6839288,0.6839288
0.5798197,0.5798197,0.6088107,0.5798197,0.5798197
0.5862493,0.5862493,0.5862492,0.5862492,0.5862493
0.7303159,0.7303159,0.6955389,0.660762,0.7303159
0.4330228,0.4330228,0.4330228,0.4113716,0.4330228
0.7332828,0.7332828,0.6983646,0.6285281,0.7332828
0.7848306,0.7848306,0.7491565,0.60646,0.7848306
0.6421762,0.6421762,0.5837966,0.4962271,0.6421762
0.8072656,0.8072656,0.7019701,0.5615761,0.8072656
0.7014983,0.7014983,0.6099986,0.5184988,0.7014983
0.8504262,0.8504262,0.7086886,0.5669508,0.8504262
0.4947849,0.4947849,0.4302478,0.3441982,0.4947849
0.4925132,0.4925132,0.4477393,0.3805784,0.4925132
0.8083595,0.8083595,0.7029213,0.562337,0.8083595
0.8641213,0.8641213,0.7561063,0.5400758,0.8641213
0.4746023,0.4746023,0.4126977,0.3301581,0.4746023

