step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4603245,0.3991407,0.3746368,0.7323906,0.6299762,0.1654781,203.4855
1,0.6671942,0.7839119,0.6258652,0.7108274,0.4822623,0.7331041,201.2626
2,0.4667246,0.4725133,0.3316598,0.7221122,0.6043684,0.2029696,205.8053
3,0.5834921,0.6290363,0.5709336,0.7184209,0.5925047,0.4065651,293.2992
4,0.6698474,0.8298352,0.6000144,0.7275064,0.4620788,0.729802,216.6869
5,0.5778297,0.7285232,0.5496038,0.7284156,0.5643201,0.3182855,222.658
6,0.5892569,0.6804542,0.5430044,0.7552624,0.5835486,0.3840151,219.1012
7,0.6940911,0.8488519,0.6759881,0.7392871,0.4775608,0.7287678,318.5327
8,0.4372574,0.4258199,0.332888,0.719192,0.562288,0.1460991,320.0416
9,0.6954342,0.8251707,0.6263461,0.7169492,0.4867531,0.8219516,245.6131
10,0.7232202,0.8787396,0.6917457,0.7628576,0.4728366,0.8099215,256.7213
11,0.6039001,0.7484998,0.5973048,0.7552629,0.4960163,0.4224167,334.7095
12,0.7248365,0.9337371,0.743587,0.739287,0.4059266,0.8016445,236.0587
13,0.6335037,0.8378017,0.6449258,0.7491114,0.4776988,0.4579809,240.6763
14,0.7533906,0.9489453,0.7202983,0.716949,0.435516,0.9452445,248.6312
15,0.461338,0.5100669,0.4069294,0.6990928,0.4489532,0.2416476,351.2945
16,0.463303,0.4590117,0.4308322,0.7323905,0.5039808,0.1902999,252.1745
17,0.7248364,0.9337375,0.7435864,0.7392871,0.4059266,0.8016444,255.1968
18,0.7580539,0.9624298,0.7576259,0.7628576,0.4202992,0.8870568,286.8286
19,0.4420271,0.4866513,0.4051328,0.7366526,0.4668805,0.1148183,268.4178

