option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.6926402,0.8251705,0.6588055,0.748239,0.4592975,0.7716885,196.0112
alt1,0.5841103,0.6557247,0.5382057,0.7433241,0.6163343,0.3669626,285.2888
alt1,0.6065117,0.7153677,0.5596471,0.7580222,0.5997555,0.3997655,289.4787
alt1,0.6968694,0.7936035,0.6138576,0.7511576,0.5408549,0.7848734,209.0703
alt1,0.4756362,0.4041986,0.3836096,0.7335397,0.6200198,0.2368133,211.7576
alt1,0.682012,0.7785544,0.7274839,0.7213433,0.4633813,0.7192975,212.7359
alt1,0.6930688,0.8602672,0.7006782,0.7545726,0.4486507,0.7011754,310.5544
alt1,0.4521769,0.3931326,0.3731863,0.7488983,0.5997967,0.1458705,220.8125
alt1,0.684719,0.8749492,0.7543483,0.677269,0.4467959,0.6702327,220.8125
alt1,0.4398014,0.4378708,0.3594294,0.6985648,0.6205615,0.08258045,225.8217
alt1,0.6030169,0.7721723,0.6010704,0.7095898,0.5157863,0.4164659,230.0282
alt1,0.4523877,0.4545454,0.4006371,0.682069,0.5653064,0.1593806,231.6167
alt1,0.5852849,0.8628685,0.5937925,0.666181,0.5140157,0.2895667,339.1542
alt1,0.4223042,0.4955258,0.3455932,0.6307039,0.5068544,0.132844,346.2704
alt1,0.4220968,0.5168921,0.3742818,0.6031147,0.5294456,0.08674976,347.7072
alt1,0.694012,1.020773,0.7600726,0.5878665,0.3829736,0.7183744,251.2074
alt1,0.7033038,1.039633,0.7085958,0.6523736,0.393217,0.7226995,353.9715
alt1,0.4393971,0.4371226,0.3713246,0.6883712,0.544987,0.1551801,356.6966
alt1,0.4218288,0.5060565,0.3423397,0.6248836,0.5032267,0.1326376,261.3383
alt1,0.6941534,0.997277,0.7485759,0.5938951,0.3810866,0.7499326,363.556

