option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.4603245,0.3991407,0.3746368,0.7323906,0.6299762,0.1654781,203.4855
chosenOption,0.6887841,0.7951813,0.6529838,0.773232,0.4851022,0.737421,201.2626
chosenOption,0.467287,0.4639808,0.3309749,0.7307017,0.6070326,0.2037449,205.8053
chosenOption,0.596566,0.6368132,0.5889996,0.7526997,0.5956597,0.4086578,293.2992
chosenOption,0.6839287,0.8436619,0.6606702,0.7562174,0.4531656,0.7059289,216.6869
chosenOption,0.5798197,0.7268129,0.5787421,0.7374472,0.5495599,0.3065366,222.658
chosenOption,0.5862493,0.709396,0.5775167,0.7253865,0.5700217,0.3489257,219.1012
chosenOption,0.695539,0.9225314,0.7277343,0.7293121,0.4756629,0.6224542,318.5327
chosenOption,0.4330228,0.454684,0.3461728,0.6836219,0.5557703,0.124865,320.0416
chosenOption,0.6983646,0.8909493,0.6668251,0.7138742,0.5107701,0.7094042,245.6131
chosenOption,0.7134824,0.9241445,0.7004189,0.7361098,0.4995217,0.707217,256.7213
chosenOption,0.5837966,0.7749082,0.5806894,0.6698759,0.5236449,0.3698649,334.7095
chosenOption,0.7019701,1.005387,0.7303383,0.676124,0.4349902,0.6630114,236.0587
chosenOption,0.6099986,0.8901702,0.6113196,0.6569421,0.5113428,0.3802185,240.6763
chosenOption,0.7086887,1.051736,0.6943795,0.6163322,0.4357747,0.7452205,248.6312
chosenOption,0.4302478,0.5559877,0.3730827,0.5767977,0.4516801,0.1936908,351.2945
chosenOption,0.4477393,0.5028777,0.4029506,0.6385557,0.5393395,0.1549731,252.1745
chosenOption,0.7029214,1.025759,0.7241038,0.670368,0.4321966,0.6621795,255.1968
chosenOption,0.7201012,1.04432,0.7113864,0.6628233,0.4466806,0.7352961,286.8286
chosenOption,0.4126978,0.518254,0.3658173,0.5847807,0.4985621,0.0960747,268.4178

