step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6926402,0.8251705,0.6588055,0.748239,0.4592975,0.7716885,196.0112
1,0.5646319,0.6464317,0.5158538,0.6833332,0.6127262,0.3648144,285.2888
2,0.6067615,0.7285231,0.5608052,0.7491115,0.5971233,0.3982442,289.4787
3,0.6829469,0.7839118,0.5950291,0.7169491,0.5379902,0.7808542,209.0703
4,0.4657382,0.3975742,0.3483906,0.7056897,0.6322148,0.2448218,211.7576
5,0.6812891,0.7803864,0.6908568,0.7125089,0.4758269,0.7468666,212.7359
6,0.7001225,0.8251702,0.6588058,0.7856506,0.4592974,0.7716885,310.5544
7,0.4481001,0.3617344,0.3466505,0.7591412,0.6021898,0.1707848,220.8125
8,0.6987119,0.819406,0.7253993,0.7125085,0.4520356,0.7842099,220.8125
9,0.4263583,0.4055429,0.3376106,0.7015738,0.591382,0.09568188,225.8217
10,0.6056828,0.734234,0.5936275,0.7353739,0.4882323,0.4769465,230.0282
11,0.4675342,0.4390548,0.4121006,0.7690101,0.5354797,0.182026,231.6167
12,0.5928282,0.8013754,0.6045642,0.7284152,0.4796721,0.350114,339.1542
13,0.4367353,0.4663742,0.3645916,0.7191919,0.4735057,0.1600133,346.2704
14,0.4390731,0.466374,0.3882525,0.7015738,0.5291313,0.1100342,347.7072
15,0.7509803,0.936464,0.8290277,0.7125084,0.3806615,0.8962398,251.2074
16,0.7419381,0.9489459,0.7576261,0.7482389,0.367438,0.8874418,353.9715
17,0.4476178,0.397908,0.3813154,0.7591411,0.5118614,0.1878633,356.6966
18,0.4367353,0.4663742,0.3645915,0.719192,0.4735056,0.1600132,261.3383
19,0.7533472,0.9364638,0.8290276,0.7481341,0.3568701,0.8962401,363.556

