step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5727788,0.5858793,0.7143886,0.7231933,0.564642,0.2757908,13.64535
1,0.5843183,0.615173,0.7620301,0.7375764,0.5765641,0.2302481,4.841243
2,0.5354592,0.5142474,0.6844484,0.7584668,0.5232584,0.1968751,12.40184
3,0.4788958,0.3592948,0.435955,0.7024622,0.5125713,0.3841955,7.323659
4,0.5544398,0.6151732,0.7620302,0.6673308,0.5216535,0.2060114,2.55436
5,0.5674825,0.7231132,0.7375934,0.6387416,0.533261,0.2047034,10.97645
6,0.6247464,0.7559822,0.8389987,0.7298704,0.5766142,0.2222668,4.794273
7,0.6384506,0.7888508,0.9274887,0.6732557,0.5946076,0.2080502,4.324875
8,0.6601594,0.8217198,0.9119553,0.7704188,0.604072,0.1926311,6.241609
9,0.5778646,0.6077474,0.6932169,0.7365508,0.615386,0.2364218,6.568151
10,0.5738177,0.4809994,0.6433015,0.7003955,0.6521845,0.3922075,3.838753
11,0.6719466,0.8545886,0.9484342,0.77081,0.6022226,0.1836778,2.687305
12,0.7230907,0.8874572,1.027134,0.8298998,0.674857,0.1961056,2.372377
13,0.7285348,0.9203264,1.021391,0.8515156,0.6864455,0.1629956,1.732267
14,0.766064,0.953195,1.132537,0.8615009,0.7189655,0.164122,6.716699
15,0.7586132,0.9860637,1.094347,0.9330859,0.6524078,0.1271616,2.742073
16,0.6576917,0.7246209,0.9085321,0.7679889,0.7102664,0.1770499,7.709227
17,0.65029,0.7246211,0.8265271,0.8470335,0.6956536,0.1576145,7.425643
18,0.7914179,1.018932,1.130824,0.9326123,0.7413612,0.13336,6.87834
19,0.8366188,1.051801,1.217343,0.9958802,0.7873332,0.130737,2.098264

