step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4615971,0.3266316,0.3859944,0.7101691,0.5028493,0.3823414,12.605
1,0.477681,0.3429631,0.3945664,0.7506135,0.5274801,0.372782,1.099416
2,0.519758,0.3592946,0.4590582,0.7182014,0.5745237,0.4877124,5.442632
3,0.5905104,0.6444673,0.7858276,0.7231932,0.5646418,0.2344221,3.759077
4,0.5779849,0.549552,0.6120936,0.7116218,0.5033913,0.5132658,4.763485
5,0.4464633,0.3592947,0.4133551,0.6433827,0.5023621,0.3139216,3.44208
6,0.5810573,0.6018905,0.6852115,0.643209,0.5529592,0.4220163,3.508646
7,0.5943412,0.6280596,0.6842984,0.6986772,0.6120917,0.348579,3.585685
8,0.4601453,0.3098642,0.4954033,0.6398023,0.5798209,0.2758357,2.17807
9,0.6972207,0.8545887,1.015378,0.7831825,0.636008,0.1969462,1.74531
10,0.4888529,0.4246211,0.5017927,0.710169,0.5782766,0.2294048,4.016879
11,0.4828186,0.4246212,0.4852125,0.640137,0.5743876,0.2897347,2.608813
12,0.6019455,0.631122,0.7613587,0.7473717,0.6665863,0.2032889,1.599022
13,0.6082764,0.654497,0.7895576,0.7015824,0.6612319,0.2345133,0.464608
14,0.641856,0.6778719,0.8177562,0.822109,0.7221352,0.1694074,5.938846
15,0.5196102,0.4290998,0.511281,0.7669936,0.7317656,0.1589111,0.710713
16,0.8055652,1.018932,1.179301,0.9958799,0.702976,0.1307371,4.852442
17,0.7716166,1.018932,1.173132,0.9198276,0.6359044,0.1102873,6.500906
18,0.6546357,0.7246212,0.8741523,0.7683998,0.7141305,0.1918746,3.633847
19,0.5553612,0.5226102,0.5971842,0.8085943,0.6701188,0.1782982,0.5150471

