edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6014177,0.6014177,0.6014177,0.6014177,0.5441399
0.6227791,0.6227791,0.5661628,0.594471,0.5095466
0.5720236,0.5720236,0.5200214,0.5200214,0.4420182
0.4981241,0.4981241,0.4506837,0.4506837,0.4032433
0.6298543,0.6298543,0.5153353,0.5725948,0.4580759
0.6676857,0.6676857,0.5225366,0.6096261,0.4354472
0.7532915,0.7532915,0.5963559,0.6905173,0.4394201
0.7762691,0.7762691,0.5899646,0.6831169,0.40366
0.8274441,0.8274441,0.6364956,0.7319699,0.3818973
0.7000159,0.7000159,0.5384738,0.6192449,0.3230843
0.6988965,0.6988965,0.5107321,0.6451352,0.3494483
0.8403549,0.8403549,0.6224852,0.7469822,0.3734911
0.9179941,0.9179941,0.6884958,0.8196377,0.3606406
0.9310526,0.9310526,0.7063159,0.8347369,0.3210526
0.9892665,0.9892665,0.7584378,0.8573644,0.29678
0.9937136,0.9937136,0.7693268,0.8013821,0.2564422
0.8427237,0.8427237,0.6252468,0.7068006,0.2174771
0.8257183,0.8257183,0.6126298,0.719174,0.2397247
1.034059,1.034059,0.7755442,0.9048015,0.2585147
1.102011,1.102011,0.8348569,0.9684339,0.2337599

