option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5727788,0.5858793,0.7143886,0.7231933,0.564642,0.2757908,13.64535
chosenOption,0.5661629,0.6038849,0.7532972,0.6967295,0.5492933,0.2276095,4.841243
chosenOption,0.5200214,0.4957064,0.6737747,0.7417001,0.4953481,0.1935781,12.40184
chosenOption,0.4744039,0.3516477,0.4420849,0.6984878,0.5082056,0.3715937,7.323659
chosenOption,0.5725949,0.6083459,0.7648127,0.7224137,0.5583373,0.2090647,2.55436
chosenOption,0.5805964,0.700161,0.7386488,0.716742,0.539929,0.2075011,10.97645
chosenOption,0.627743,0.7327111,0.8264816,0.8060357,0.5480778,0.225409,4.794273
chosenOption,0.6210154,0.7567196,0.90837,0.7020742,0.5280649,0.2098485,4.324875
chosenOption,0.6364956,0.7896715,0.9005843,0.7777532,0.5185933,0.195876,6.241609
chosenOption,0.5384738,0.5879203,0.6803774,0.6978151,0.4843003,0.2419562,6.568151
chosenOption,0.5376127,0.4610147,0.5954068,0.6802967,0.531583,0.4197626,3.838753
chosenOption,0.6224852,0.7875863,0.8592449,0.7881937,0.4814697,0.1959314,2.687305
chosenOption,0.6557103,0.8230607,0.93708,0.7919858,0.5154786,0.2109463,2.372377
chosenOption,0.6421054,0.8563696,0.943144,0.7523856,0.4800249,0.1786031,1.732267
chosenOption,0.6595114,0.8933028,1.048568,0.7121064,0.4613409,0.182238,6.716699
chosenOption,0.6411057,0.9325612,1.021663,0.7086672,0.396255,0.1463824,2.742073
chosenOption,0.5436928,0.6889139,0.8524094,0.5407622,0.4216749,0.214704,7.709227
chosenOption,0.5327217,0.6738433,0.7974093,0.5820761,0.4122608,0.1980189,7.425643
chosenOption,0.6462871,0.9289621,1.050975,0.6440957,0.4490245,0.1583775,6.87834
chosenOption,0.6678855,0.9684079,1.140122,0.6366161,0.4346707,0.1596112,2.098264

