userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
7,1,ForceDirectedAlgorithm, Task2,1.030733,1.037967,0.9918511,1.000336,0.9391133,4
7,2,ForceDirectedAlgorithm, Task2,1.06034,1.082846,0.9778938,0.9939935,0.8849278,4
7,3,ForceDirectedAlgorithm, Task2,1.076588,1.115467,0.9943421,0.9914826,0.8221197,4
7,4,ForceDirectedAlgorithm, Task2,1.038347,1.053834,1.028415,1.016806,0.8625978,4
7,5,ForceDirectedAlgorithm, Task2,1.065085,1.101574,1.009904,1.012504,0.8109336,4
7,6,ForceDirectedAlgorithm, Task2,1.1146,1.132843,0.993919,0.9980359,0.7606028,4
7,7,ForceDirectedAlgorithm, Task2,1.151122,1.175264,0.9906644,0.9768988,0.7060503,4
7,8,ForceDirectedAlgorithm, Task2,1.201248,1.234414,0.9590439,0.9443454,0.6609491,4
7,9,ForceDirectedAlgorithm, Task2,1.257589,1.275922,0.9474092,0.9050341,0.6140454,4
7,10,ForceDirectedAlgorithm, Task2,1.245987,1.203213,0.9713036,0.9373427,0.6421538,4
7,11,ForceDirectedAlgorithm, Task2,1.198076,1.17775,0.9714248,0.9593856,0.693363,4
7,12,ForceDirectedAlgorithm, Task2,1.25204,1.231639,0.9543148,0.9166006,0.6454061,4
7,13,ForceDirectedAlgorithm, Task2,1.302709,1.292749,0.9277632,0.8741133,0.6026646,4
7,14,ForceDirectedAlgorithm, Task2,1.358892,1.342494,0.909247,0.8341751,0.5551907,4
7,15,ForceDirectedAlgorithm, Task2,1.418612,1.400373,0.8734108,0.7895851,0.5180186,4
7,16,ForceDirectedAlgorithm, Task2,1.47362,1.454251,0.8449532,0.7421069,0.48507,4
7,17,ForceDirectedAlgorithm, Task2,1.441383,1.495394,0.7902727,0.7704107,0.5025398,4
7,18,ForceDirectedAlgorithm, Task2,1.413137,1.440552,0.7942315,0.8176623,0.534417,4
7,19,ForceDirectedAlgorithm, Task2,1.473142,1.498504,0.7670997,0.7729116,0.4883426,4
7,20,ForceDirectedAlgorithm, Task2,1.519686,1.564761,0.7348801,0.7305012,0.4501715,4

