step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5990883,0.6240683,0.4864458,0.7369431,0.6614704,0.4865136,25.10621
1,0.4701871,0.3367136,0.347415,0.685118,0.6784199,0.3032689,0
2,0.4486772,0.3271856,0.2807458,0.6586268,0.6490679,0.3277599,2.410033
3,0.4935046,0.3508957,0.3860983,0.7280114,0.5587717,0.4437456,1.098653
4,0.4706361,0.3030468,0.3247119,0.786033,0.5207247,0.4186641,2.598691
5,0.660468,0.7228512,0.6880668,0.8179648,0.4573865,0.6160705,6.047953
6,0.6819586,0.7800853,0.6080574,0.8843317,0.5291764,0.6081419,4.518605
7,0.4874119,0.3866741,0.3317904,0.7903522,0.5408899,0.3873528,0.832845
8,0.5052158,0.3409277,0.3653008,0.8932193,0.4556342,0.4709972,1.953385
9,0.8213924,1.075441,0.7877033,0.8319597,0.3566961,1.055162,3.831954
10,0.6940879,0.8284335,0.7165477,0.8921961,0.3162298,0.7170325,1.806355
11,0.5436767,0.4649852,0.4797632,0.8906533,0.464182,0.4187999,0.8435916
12,0.7424669,0.7981909,0.7563602,0.9832426,0.4359752,0.7385655,1.104633
13,0.74295,0.8876073,0.7677296,0.9992597,0.2919044,0.7682489,4.414661
14,0.7802545,0.9336826,0.8887519,0.9602194,0.322861,0.7957574,5.498048
15,0.5334747,0.5005953,0.4912859,0.9224724,0.4010688,0.3519511,0.5990171
16,0.5875629,0.5291209,0.5459372,0.9934214,0.3927694,0.4765654,1.715006
17,0.8294643,1.060915,0.8269573,1.068568,0.3638087,0.8270724,2.93562
18,0.5775238,0.441943,0.4735378,1.036134,0.325453,0.6105515,1.814225
19,0.6433637,0.5492277,0.6043275,1.040016,0.3286891,0.6945578,7.295307

