step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6672546,0.7681724,0.6305648,0.7098284,0.4918228,0.7358845,29.56311
1,0.6836826,0.8065811,0.6620932,0.7098284,0.4672317,0.7726787,3.603839
2,0.7289945,0.8305995,0.7116151,0.7503346,0.4702602,0.8821631,6.505074
3,0.7187705,0.8390211,0.6762568,0.7867649,0.3826984,0.9091112,4.321858
4,0.6470996,0.6605718,0.6259537,0.8011607,0.5365849,0.6112268,8.842407
5,0.7527707,0.9218066,0.7283439,0.8658416,0.4140984,0.8337627,6.469377
6,0.7827058,0.9602152,0.7882061,0.8517941,0.3934582,0.9198557,1.233356
7,0.7919548,0.9986242,0.7890386,0.9034869,0.3653809,0.9032431,3.495971
8,0.8187787,0.9849381,0.8903842,0.8765247,0.3688111,0.9732355,4.076773
9,0.693848,0.8891846,0.6428009,0.8621153,0.407091,0.668048,8.383615
10,0.8726245,1.057127,0.9056924,0.937918,0.3396323,1.122753,1.942204
11,0.7407343,0.9048988,0.7053463,0.9580261,0.4299558,0.7054445,5.318327
12,0.8668962,1.11385,0.8800818,1.016423,0.3166634,1.007463,2.355495
13,0.8853268,1.152258,0.8439685,0.9706197,0.3292579,1.13053,7.720618
14,0.9614741,1.232313,0.9588699,1.05464,0.3502853,1.211262,5.776285
15,0.9485998,1.187568,1.083006,1.018142,0.2774718,1.176811,5.390145
16,0.9643753,1.267483,1.040431,1.029251,0.2705026,1.214209,5.016045
17,0.9701521,1.305892,0.9564966,1.005285,0.3018198,1.281267,4.509081
18,1.053227,1.39132,1.082595,1.132762,0.2919044,1.367554,5.199592
19,1.059772,1.455929,1.179543,1.075093,0.2171884,1.371107,7.209331

