edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
1,1.05,1.05,1.05,1
1.05,1.1,1.1,1.1,1
1.1,1.15,1.15,1.1,1
1.15,1.2,1.15,1.15,1
1.2,1.25,1.2,1.2,1
1.25,1.3,1.25,1.25,1
1.3,1.35,1.3,1.3,1
1.35,1.4,1.35,1.3,0.95
1.4,1.45,1.4,1.3,0.9
1.4,1.45,1.4,1.25,0.95
1.45,1.5,1.4,1.25,0.9
1.5,1.549999,1.45,1.2,0.85
1.549999,1.599999,1.4,1.25,0.85
1.599999,1.649999,1.4,1.25,0.8
1.599999,1.649999,1.45,1.2,0.8
1.599999,1.649999,1.45,1.15,0.7499999
1.649999,1.699999,1.5,1.2,0.7499999
1.699999,1.749999,1.549999,1.2,0.6999999
1.699999,1.749999,1.549999,1.2,0.6499999
1.749999,1.799999,1.599999,1.25,0.5999999

