UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,0.9650791,1.120898,0.933806,0.9289137,1.051303,0
0,0,ConeBurst,Task,1.035972,1.28281,0.8850427,0.8695293,0.9266455,0
0,0,ConeBurst,Task,1.055026,1.396093,0.865719,0.8173314,0.8658305,0
0,0,ConeBurst,Task,1.082768,1.498302,0.8324152,0.782237,0.8042781,0
0,0,ConeBurst,Task,1.079598,1.575575,0.8243828,0.7529547,0.7674889,0
0,0,ConeBurst,Task,1.079391,1.634772,0.8044494,0.7343751,0.7470125,0
0,0,ConeBurst,Task,1.077588,1.685924,0.7914386,0.7209306,0.7241195,0
0,0,ConeBurst,Task,1.090179,1.723773,0.7880542,0.7049835,0.6930098,0
0,0,ConeBurst,Task,1.101668,1.755685,0.7782317,0.6938485,0.6705666,0
0,0,ConeBurst,Task,1.101594,1.759741,0.77557,0.6903473,0.6727479,0
0,0,ConeBurst,Task,1.104131,1.782888,0.7672589,0.6843985,0.6613237,0
0,0,ConeBurst,Task,1.10614,1.799885,0.7646234,0.6783348,0.6510168,0
0,0,ConeBurst,Task,1.107173,1.811174,0.7600555,0.6753895,0.646208,0
0,0,ConeBurst,Task,1.109162,1.81989,0.7569891,0.672476,0.6414835,0
0,0,ConeBurst,Task,1.109298,1.820743,0.757268,0.6720288,0.640662,0
0,0,ConeBurst,Task,1.110021,1.821631,0.7575647,0.6718146,0.6389683,0
0,0,ConeBurst,Task,1.10964,1.825057,0.7567392,0.6708008,0.6377633,0
0,0,ConeBurst,Task,1.11034,1.827575,0.7565129,0.6702041,0.6353669,0
0,0,ConeBurst,Task,1.110401,1.827698,0.7565175,0.6702064,0.6351776,0
0,0,ConeBurst,Task,1.110601,1.829073,0.7564198,0.6698112,0.634095,0

