step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6264533,0.5715855,0.7303538,0.7734929,0.5384318,0.5184024,1.651295
1,0.6188325,0.6474069,0.7761653,0.7774045,0.5608296,0.3323565,1.319049
2,0.6666887,0.6390223,0.8131263,0.9090723,0.5783522,0.3938703,2.242763
3,0.6667139,0.7121478,0.850086,0.8514431,0.5875359,0.3323566,1.980705
4,0.7071666,0.6998812,0.8870468,0.9503936,0.604641,0.3938704,4.042645
5,0.7049397,0.685903,0.9184616,0.8920521,0.64355,0.3847319,2.30981
6,0.7305543,0.7144818,0.943746,0.9848064,0.6565472,0.3531904,2.294747
7,0.7913576,0.8947463,1.022165,1.073981,0.6898311,0.2760648,3.465086
8,0.8268371,0.9874758,1.158824,1.012634,0.6937616,0.2814901,1.65179
9,0.7633134,0.8002197,0.879259,1.09938,0.6685926,0.3691154,1.837195
10,0.8306032,0.9635733,1.207319,0.996326,0.6712698,0.3145277,4.903132
11,0.8542873,0.9979868,1.26378,1.109335,0.6187741,0.2815604,2.03858
12,0.8768638,1.032399,1.305905,1.067953,0.6537619,0.3243003,1.871559
13,0.8854428,1.133768,1.324369,1.050139,0.6670784,0.2518596,1.384064
14,0.7698529,0.9145358,1.000536,1.010236,0.6280705,0.295886,2.714348
15,0.7671683,0.9145362,0.9750793,1.095222,0.6112062,0.2397982,3.353761
16,0.8677657,0.9737472,1.341744,1.094649,0.6129663,0.3157223,3.771219
17,0.9003835,1.135639,1.33407,1.24018,0.6599895,0.1320393,2.309655
18,0.808461,0.9716948,1.000986,1.1203,0.6198292,0.3294951,1.398615
19,0.9198601,1.170052,1.373307,1.281518,0.6599896,0.114434,4.931688

