step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5294783,0.6085927,0.5947929,0.7569023,0.5014509,0.1856529,1.499574
1,0.4872728,0.4695928,0.4809923,0.7722835,0.5377489,0.1757466,1.516076
2,0.5402078,0.5629978,0.5454785,0.8385611,0.5802378,0.1737638,1.68729
3,0.5581518,0.5898076,0.5702724,0.8766774,0.5802378,0.1737637,3.083677
4,0.6001552,0.4689288,0.4634077,0.8561171,0.5947316,0.6175905,1.970891
5,0.5957811,0.602685,0.6418995,0.8750359,0.6278532,0.2314317,1.600979
6,0.6443281,0.6702358,0.6722048,0.9795077,0.6548591,0.2448331,1.920974
7,0.6671762,0.697045,0.6932511,0.9122577,0.6886918,0.3446356,1.061009
8,0.6316093,0.4724081,0.4840399,0.9507468,0.7255951,0.5252569,1.618257
9,0.8312675,0.9635732,1.09788,1.156595,0.6898311,0.2484584,1.499334
10,0.6484917,0.6133903,0.4705952,0.9620753,0.6744534,0.5219445,0.8097382
11,0.6369968,0.5486642,0.4778454,0.9604438,0.6953683,0.5026624,0.6060476
12,0.6787636,0.6116463,0.5549477,1.100558,0.6215446,0.5051216,1.448519
13,0.6334145,0.5865027,0.5049319,1.060442,0.6930702,0.3221259,0.9427006
14,0.8815062,1.101225,1.373845,0.9963259,0.6712698,0.2648655,0.4719873
15,0.652728,0.559891,0.5704752,1.021172,0.6697801,0.4423216,0.4387103
16,0.7305006,0.8579005,0.9437866,1.030402,0.6010191,0.2193946,1.601604
17,0.794147,0.8847106,0.9852117,1.064717,0.6654755,0.37062,1.280675
18,0.9686226,1.243488,1.397993,1.214408,0.6527123,0.3345119,1.80274
19,0.7662522,0.9115198,1.000986,1.101463,0.6271503,0.190142,1.010848

