edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6282328,0.6282328,0.6282328,0.6282328,0.598317
0.6542403,0.6542403,0.6542403,0.6245021,0.5947639
0.6856524,0.6856524,0.6260306,0.6260306,0.5962196
0.6921049,0.6921049,0.5767542,0.6344296,0.5767542
0.7801127,0.7801127,0.6552948,0.6552948,0.6552948
0.781221,0.781221,0.6009393,0.6309863,0.6309863
0.8198636,0.8198636,0.6376718,0.6376718,0.6376718
0.7323112,0.7323112,0.5424528,0.5424528,0.5966981
0.8846509,0.8846509,0.6634883,0.6318936,0.695083
0.9132575,0.9132575,0.6928161,0.6298329,0.6928161
0.7616078,0.7616078,0.5777715,0.4989845,0.6040339
0.9619361,0.9619361,0.7374845,0.6092263,0.7374845
0.799091,0.799091,0.6126365,0.5060911,0.6126365
0.9883844,0.9883844,0.7333177,0.5739008,0.765201
0.814176,0.814176,0.6040662,0.4727474,0.6303299
1.027258,1.027258,0.7704434,0.5778326,0.7704434
0.8487869,0.8487869,0.6365903,0.4774428,0.6365903
1.063564,1.063564,0.8057303,0.5478966,0.8057303
1.091454,1.091454,0.8346415,0.5457272,0.8346415
1.186579,1.186579,0.9153614,0.5424364,0.9153614

