step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5914223,0.5976217,0.5142097,0.7085415,0.4446083,0.69213,2.173535
1,0.4756894,0.3087719,0.2931083,0.7597032,0.7535487,0.2633148,1.437278
2,0.5079743,0.3501133,0.4012693,0.8012359,0.7099725,0.2772806,1.280081
3,0.6494154,0.687265,0.5708145,0.7771311,0.4169057,0.7949606,1.499381
4,0.4906099,0.3385904,0.3311051,0.7082468,0.8040728,0.2710343,1.044557
5,0.4936168,0.3978559,0.3611546,0.750727,0.6975719,0.2607745,1.313342
6,0.6391061,0.7561091,0.5327202,0.7042111,0.4640732,0.7384169,1.280428
7,0.5356474,0.4296845,0.4446037,0.7765784,0.762912,0.2644584,0.4886258
8,0.6122804,0.7022239,0.5905342,0.7428595,0.4422356,0.5835487,1.087051
9,0.5108168,0.3950221,0.3862896,0.7436592,0.7309754,0.2981378,0.5055853
10,0.7628258,1.068214,0.8351045,0.8506318,0.514146,0.5460325,1.566891
11,0.6660055,0.8433525,0.6401389,0.7908127,0.4211057,0.6346176,1.905497
12,0.7784366,1.133564,0.7645518,0.9104165,0.4942763,0.5893745,12.49023
13,0.5434514,0.4411027,0.4432645,0.8369439,0.7147992,0.2811468,0.9264033
14,0.5079004,0.4010117,0.4580395,0.8221819,0.5819162,0.2763527,3.234646
15,0.5325252,0.4373455,0.4276773,0.8144838,0.6578779,0.3252413,0.5058451
16,0.550317,0.4514533,0.4887955,0.8544904,0.6599982,0.2968478,0.6061552
17,0.5494518,0.4705091,0.4466411,0.8682322,0.6458991,0.3159776,0.5054833
18,0.6505077,0.8098671,0.7085418,0.8458346,0.407696,0.4805991,1.297141
19,0.5441156,0.4398195,0.5023662,0.929423,0.5495874,0.299382,0.488809

