step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5983169,0.647325,0.5859981,0.7371491,0.6875461,0.3335664,8.641812
1,0.6172622,0.7539984,0.5891982,0.7957274,0.6548417,0.2925452,2.235859
2,0.6365837,0.7502165,0.6789573,0.7665635,0.5469267,0.4402546,5.465278
3,0.6187512,0.7250295,0.6178267,0.7005144,0.6964042,0.353981,1.852081
4,0.685824,0.8398467,0.673369,0.7385565,0.5239016,0.6534462,4.272707
5,0.6729951,0.8525188,0.771543,0.7317198,0.5469266,0.4622673,2.72582
6,0.6814166,0.9098339,0.7954877,0.7714796,0.5146992,0.4155827,2.515116
7,0.6361828,0.78519,0.5959913,0.7548667,0.4654326,0.5794334,1.473924
8,0.7211069,0.9945437,0.7775111,0.7733015,0.514146,0.5460326,2.442921
9,0.7373728,1.057992,0.7135817,0.8312499,0.5202909,0.5637496,1.762728
10,0.6462896,0.7542409,0.6342773,0.8171455,0.4422357,0.5835487,2.173831
11,0.7663676,1.068214,0.9185587,0.8221453,0.4612201,0.5616999,1.19629
12,0.6700271,0.7802491,0.7578358,0.8281575,0.5253079,0.4585851,1.313444
13,0.7846531,1.105049,0.8417119,0.8378827,0.4308753,0.7077466,1.937546
14,0.6749688,0.829511,0.6780204,0.8672495,0.5375791,0.4624839,1.819262
15,0.7964562,1.141883,0.8926978,0.8892968,0.4627314,0.595672,1.772706
16,0.696194,0.8322649,0.8083572,0.8641643,0.4976601,0.4785236,1.147499
17,0.8195143,1.178718,0.8978252,0.8743125,0.4081976,0.7385181,1.80285
18,0.832076,1.246919,0.8410061,0.9895832,0.4422472,0.6406245,1.852935
19,0.8950476,1.317748,1.040253,0.9849094,0.3431974,0.7891302,2.594022

