edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4613939,0.4613939,0.4613939,0.4856778,0.4856778
0.5991502,0.6306845,0.5991502,0.6306845,0.6622187
0.5920851,0.6544098,0.5609227,0.6232475,0.6855722
0.540246,0.5942705,0.4862213,0.5132337,0.5672582
0.524649,0.5496323,0.4746825,0.4496992,0.4996657
0.5714687,0.5714687,0.5195171,0.4415895,0.4935412
0.6957842,0.7274107,0.6325312,0.5060249,0.6325311
0.485656,0.5087824,0.485656,0.3700236,0.4625295
0.6340087,0.6943904,0.6340087,0.5132451,0.6340087
0.4795926,0.5275518,0.5035722,0.3836741,0.5035722
0.4694399,0.5188546,0.4941473,0.4200252,0.5188546
0.4996512,0.5246338,0.5246338,0.399721,0.4996512
0.5701571,0.5973074,0.5701571,0.4072551,0.5158564
0.5688406,0.5688406,0.5429842,0.3619895,0.465415
0.5040182,0.5040182,0.5040182,0.3360121,0.4320156
0.5360337,0.5360337,0.5360337,0.3318304,0.433932
0.6657974,0.697502,0.6340927,0.3804556,0.5706834
0.572203,0.572203,0.5461938,0.2861015,0.4421569
0.6693434,0.6693434,0.6402415,0.3201207,0.4947321
0.634885,0.6084314,0.6084314,0.2645354,0.4232566

