userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
3,1,ForceDirectedAlgorithm, Task1,0.9495141,0.9592493,1.015963,1.025811,1.049463,3
3,2,ForceDirectedAlgorithm, Task1,0.9286191,1.018874,0.9785908,0.9851164,1.088799,3
3,3,ForceDirectedAlgorithm, Task1,0.9228979,1.062518,0.9266137,0.9515952,1.136375,3
3,4,ForceDirectedAlgorithm, Task1,0.9615263,1.101352,0.9228181,0.9388331,1.075471,3
3,5,ForceDirectedAlgorithm, Task1,1.001236,1.103,0.9379034,0.9428211,1.015039,3
3,6,ForceDirectedAlgorithm, Task1,1.045911,1.114409,0.9477689,0.9317617,0.9601499,3
3,7,ForceDirectedAlgorithm, Task1,1.028626,1.177574,0.9191606,0.8917312,0.9829092,3
3,8,ForceDirectedAlgorithm, Task1,0.9807504,1.122296,0.9474338,0.921445,1.028075,3
3,9,ForceDirectedAlgorithm, Task1,0.9436786,1.146124,0.9187936,0.8983549,1.093049,3
3,10,ForceDirectedAlgorithm, Task1,0.917351,1.094743,0.9365889,0.9097074,1.141609,3
3,11,ForceDirectedAlgorithm, Task1,0.8931711,1.046503,0.942713,0.9239973,1.193616,3
3,12,ForceDirectedAlgorithm, Task1,0.9258242,1.066589,0.960395,0.9246097,1.122582,3
3,13,ForceDirectedAlgorithm, Task1,0.9646264,1.105633,0.9555067,0.912176,1.062058,3
3,14,ForceDirectedAlgorithm, Task1,1.008615,1.109266,0.9626294,0.9134272,1.006062,3
3,15,ForceDirectedAlgorithm, Task1,0.9655762,1.060538,0.9836042,0.9329526,1.057329,3
3,16,ForceDirectedAlgorithm, Task1,0.997547,1.078263,0.9987369,0.9360067,0.9894466,3
3,17,ForceDirectedAlgorithm, Task1,0.990994,1.134629,0.9576328,0.8910058,1.025739,3
3,18,ForceDirectedAlgorithm, Task1,1.034617,1.146284,0.9677398,0.8815975,0.9697614,3
3,19,ForceDirectedAlgorithm, Task1,1.076798,1.185307,0.9594158,0.8653482,0.9131311,3
3,20,ForceDirectedAlgorithm, Task1,1.125279,1.18398,0.970575,0.8581998,0.8619671,3

