step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4856778,0.2900242,0.3624315,0.7437055,0.5275226,0.5047051,105.1885
1,0.6104684,0.4808885,0.7115647,0.7281691,0.5132985,0.6184215,8.673203
2,0.6155437,0.4808886,0.7239282,0.6792482,0.5569806,0.6366729,13.2526
3,0.5413946,0.6399652,0.6813126,0.6689776,0.4798064,0.2369112,13.66755
4,0.5010292,0.6132776,0.551968,0.6955954,0.4766649,0.1676401,12.25531
5,0.5223103,0.6439416,0.5846104,0.7370931,0.4307572,0.2151493,21.90191
6,0.6342066,0.5568182,0.8239168,0.7664935,0.4363039,0.5875005,6.739647
7,0.468427,0.2388902,0.3973932,0.7782871,0.4193685,0.5081959,3.755721
8,0.6063396,0.4808772,0.6728926,0.8201039,0.4516048,0.6062196,8.251258
9,0.4961094,0.3045253,0.4167963,0.7808907,0.4483942,0.5299404,9.752311
10,0.4942043,0.3289007,0.3349571,0.771885,0.4318994,0.6033792,14.63556
11,0.5019106,0.5298629,0.5757651,0.7706178,0.4054297,0.2278776,5.485392
12,0.5469306,0.6736475,0.6813122,0.7804739,0.3838451,0.2153739,15.2554
13,0.5213179,0.6439414,0.58461,0.8146818,0.3589642,0.204392,11.02837
14,0.4644185,0.3190266,0.3986748,0.7808906,0.3692658,0.4542346,8.849505
15,0.4999518,0.585638,0.575765,0.8091488,0.3338832,0.1953237,12.75089
16,0.596419,0.5315084,0.786466,0.8048182,0.3336441,0.5256582,5.786114
17,0.4970489,0.6439413,0.5846101,0.7758874,0.2871714,0.1936344,17.32582
18,0.5570793,0.7410123,0.7179345,0.8275287,0.2882296,0.2106914,7.009788
19,0.5232092,0.7052692,0.6111832,0.8534763,0.2632405,0.182877,2.304637

