edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6031308,0.6031308,0.6031308,0.6031308,0.5744103
0.472692,0.4501828,0.4501828,0.4952011,0.4276737
0.6078747,0.5789282,0.5789282,0.6368211,0.5789283
0.6140761,0.5848344,0.5848344,0.6140761,0.6140761
0.6267123,0.5982254,0.5982254,0.6267123,0.5982254
0.4940118,0.4491017,0.4491017,0.5164669,0.4491017
0.4998212,0.4316637,0.4316637,0.5225403,0.4316637
0.6373999,0.5265478,0.5542608,0.6096869,0.5265478
0.7071248,0.5892707,0.6187343,0.6776613,0.5598072
0.7016256,0.5893657,0.5893657,0.6735607,0.5332355
0.731015,0.6185512,0.6185512,0.6466672,0.5342034
0.8108982,0.6907653,0.6907653,0.6907653,0.6006655
0.8342941,0.7151093,0.7151093,0.7151093,0.5959244
0.8782393,0.7571029,0.7571029,0.7268188,0.6359665
0.8902806,0.7715766,0.7715766,0.7122246,0.5935205
0.9327359,0.8123829,0.8123829,0.7221182,0.571677
0.8807173,0.7954867,0.7386662,0.6534356,0.5682049
0.9174647,0.8027817,0.7741109,0.6880987,0.5447448
0.8572889,0.7501279,0.6965473,0.6429668,0.4822251
1.004045,0.851917,0.8214914,0.7302146,0.5780866

