step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5744104,0.5358412,0.7083374,0.7731354,0.5306644,0.3240733,313.1032
1,0.4677274,0.3741575,0.4634354,0.7192443,0.5735449,0.2082549,379.8699
2,0.588959,0.4035797,0.6298181,0.7139849,0.5796443,0.6177678,386.0126
3,0.5989079,0.4035797,0.6358128,0.7413971,0.5488279,0.6649218,290.8419
4,0.5835218,0.5135834,0.695216,0.7277372,0.5583031,0.4227691,337.0965
5,0.4788357,0.3919745,0.4634353,0.7192447,0.6008565,0.2186676,396.7574
6,0.4722665,0.422798,0.4533466,0.6628152,0.6054419,0.2169309,345.9157
7,0.5552754,0.5894256,0.5954956,0.7083434,0.5877064,0.2954061,350.8803
8,0.5942983,0.6162171,0.6888173,0.7582753,0.5876458,0.3205361,360.2155
9,0.5899173,0.5869523,0.6479433,0.7603253,0.6003821,0.3539836,376.8406
10,0.6039103,0.6698012,0.6581796,0.7829056,0.6132588,0.2954061,385.4815
11,0.664211,0.6358652,0.7611685,0.8330098,0.6043702,0.4866411,330.7542
12,0.6722832,0.7233853,0.8145879,0.8891056,0.6102641,0.3240733,430.5175
13,0.7204775,0.684778,0.781207,0.9657015,0.6592805,0.5114204,436.9659
14,0.7152713,0.8620536,0.8061163,0.9358758,0.6518794,0.3204316,407.1123
15,0.7381095,0.8037618,0.9208388,1.005076,0.6367974,0.3240733,342.397
16,0.718926,0.643554,0.9517979,0.9236931,0.6295039,0.4460811,450.0235
17,0.7152195,0.8305534,0.8775726,0.9693117,0.5877062,0.3109537,423.9842
18,0.6849061,0.7826029,0.808938,0.8883023,0.6519094,0.2927777,461.5867
19,0.7665461,0.9512311,0.8943591,0.9529527,0.6465971,0.3875908,434.0847

