UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.166462,0.9809543,1.034348,1.072979,0.7452567,0
0,0,ConeBurst,Task,0.9859398,0.9710791,0.9918649,1.061198,0.9899181,0
0,0,ConeBurst,Task,1.140372,0.9975836,0.9735187,1.038975,0.8495513,0
0,0,ConeBurst,Task,1.26668,0.9989656,0.9626228,1.005225,0.7665065,0
0,0,ConeBurst,Task,1.233534,1.023337,0.9971486,1.003181,0.7427995,0
0,0,ConeBurst,Task,1.317601,1.031448,0.9939238,0.9828746,0.6741526,0
0,0,ConeBurst,Task,1.307962,1.047472,1.002167,0.9894166,0.6529822,0
0,0,ConeBurst,Task,1.348998,1.047162,0.9968457,0.9802643,0.6267305,0
0,0,ConeBurst,Task,1.38567,1.04403,0.9887009,0.9772101,0.6043897,0
0,0,ConeBurst,Task,1.410945,1.041177,0.982753,0.9716218,0.5935028,0
0,0,ConeBurst,Task,1.436201,1.038386,0.9758288,0.9660106,0.5835743,0
0,0,ConeBurst,Task,1.44995,1.035784,0.9740415,0.9630045,0.5772204,0
0,0,ConeBurst,Task,1.460845,1.034295,0.9718808,0.9613249,0.5716541,0
0,0,ConeBurst,Task,1.459582,1.03489,0.9738222,0.9602435,0.5714628,0
0,0,ConeBurst,Task,1.466396,1.03354,0.9725724,0.9587378,0.5687534,0
0,0,ConeBurst,Task,1.461311,1.033183,0.9742576,0.9605384,0.5707103,0
0,0,ConeBurst,Task,1.460739,1.033606,0.9738528,0.9608313,0.5709712,0
0,0,ConeBurst,Task,1.463216,1.033128,0.9735202,0.9602834,0.5698524,0
0,0,ConeBurst,Task,1.465601,1.032625,0.9731532,0.9598776,0.5687434,0
0,0,ConeBurst,Task,1.467437,1.03216,0.9731465,0.9592463,0.5680102,0

