edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5006449,0.4756127,0.4756127,0.5006449,0.4756127
0.6004533,0.5704306,0.5404079,0.6004533,0.6004533
0.6113935,0.5822796,0.5240516,0.5822796,0.5531656
0.6329719,0.6042005,0.5466576,0.5466576,0.5466576
0.5481668,0.5232502,0.4983335,0.4485002,0.4734168
0.6861064,0.6562757,0.626445,0.5369529,0.5369529
0.5762421,0.5511881,0.5261341,0.4259181,0.4259181
0.7014768,0.6722486,0.6137922,0.4968795,0.4968795
0.7396784,0.6805041,0.6213299,0.5325685,0.4733942
0.7824965,0.6922085,0.6621125,0.5718244,0.4514403
0.8359113,0.7120727,0.6811131,0.5882341,0.4334356
0.8715088,0.7158824,0.7158824,0.6225065,0.4046292
0.8824114,0.6998436,0.7302716,0.6085597,0.3651358
0.8173068,0.648209,0.7045749,0.535477,0.3381959
0.9278375,0.7113422,0.773198,0.5876306,0.3402071
0.6752322,0.5122452,0.5820968,0.4656775,0.2561226
0.8275108,0.6563017,0.6848366,0.5992321,0.3138834
0.94235,0.7224685,0.7852918,0.6910568,0.3141167
0.9739,0.7225711,0.7854033,0.7225711,0.2827452
1.046776,0.7523707,0.8505059,0.719659,0.2616941

