step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6078571,0.6324524,0.5737023,0.7815454,0.4982538,0.5533317,46.29665
1,0.4765503,0.3856965,0.4313065,0.724948,0.4808397,0.3599608,9.446311
2,0.5500776,0.457378,0.385311,0.605417,0.5161119,0.7861702,0.9086042
3,0.4824176,0.4415675,0.4736569,0.6556101,0.5174683,0.3237852,10.5428
4,0.576052,0.8213549,0.5246515,0.7215415,0.5118253,0.3008864,3.824563
5,0.5581831,0.3878559,0.4537349,0.6792744,0.4697835,0.8002669,5.897148
6,0.6181404,0.8586891,0.5692589,0.8326473,0.4818128,0.3482939,8.589383
7,0.4950001,0.4435506,0.4994076,0.801258,0.408714,0.3220702,6.924193
8,0.4911895,0.3852451,0.4815638,0.7894116,0.4179738,0.3817529,2.642235
9,0.5051451,0.401297,0.4252967,0.7709619,0.4639643,0.4642055,7.629833
10,0.510059,0.3781073,0.3803449,0.8455856,0.5089833,0.4372739,2.66785
11,0.5823926,0.6703045,0.648643,0.790366,0.4587086,0.3439411,11.38977
12,0.5028433,0.4071924,0.4456406,0.8538982,0.4544755,0.3530099,0.9235688
13,0.6805131,1.182733,0.5882427,0.8992701,0.5266896,0.20563,3.397955
14,0.6482558,0.780637,0.6634955,0.9334156,0.5044371,0.3592937,2.597905
15,0.6320587,0.8075554,0.5578768,0.9455203,0.4944601,0.3548807,5.112422
16,0.5058653,0.421735,0.4262649,0.9281505,0.4544754,0.2987007,3.709577
17,0.6016101,0.7199567,0.6486431,0.8622174,0.5069937,0.2702395,0
18,0.5072333,0.4362776,0.4694367,0.8188562,0.541437,0.2701592,2.090857
19,0.5267764,0.4059432,0.515753,0.8839973,0.5848086,0.2433801,1.10322

