step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5473061,0.2908517,0.416102,0.7771354,0.5325654,0.7198758,85.80101
1,0.5789315,0.7466863,0.491633,0.7533475,0.5353473,0.3676436,8.085562
2,0.4664726,0.3525964,0.4105222,0.6873191,0.4827997,0.3991254,5.575244
3,0.5625638,0.3370895,0.4651755,0.6763786,0.5662643,0.7679112,9.089819
4,0.5499163,0.3531413,0.4231329,0.6815554,0.5426986,0.7490531,1.854553
5,0.4745561,0.3878559,0.4622758,0.7089356,0.4201784,0.3935347,1.987423
6,0.5579076,0.3691932,0.4432819,0.753298,0.5141356,0.7096291,5.819562
7,0.5507556,0.4054857,0.4753418,0.713238,0.4436845,0.7160282,2.287403
8,0.6247713,0.5958264,0.5882426,0.8423892,0.4413359,0.6560623,6.637687
9,0.5702754,0.6206524,0.648643,0.7544398,0.434566,0.3930756,4.558215
10,0.5668835,0.5945914,0.6268402,0.8128417,0.4569978,0.3431464,2.276121
11,0.5124584,0.4334007,0.4252967,0.8076749,0.4897401,0.4061798,3.897671
12,0.6123661,0.7537184,0.5916818,0.837976,0.5451897,0.3332649,8.57722
13,0.498736,0.4217351,0.4694365,0.7861019,0.4922155,0.3241909,2.321578
14,0.5174227,0.3797535,0.5157531,0.8839978,0.4831027,0.3245067,5.761792
15,0.6781095,1.223516,0.5545658,0.9704625,0.4984498,0.1435533,10.30817
16,0.6794645,1.182732,0.5626668,0.9367399,0.5266895,0.1884942,6.894568
17,0.5264668,0.4655044,0.4252968,0.8810998,0.5412917,0.3191412,6.240935
18,0.6310448,0.8075554,0.5814046,1.009844,0.531952,0.2244681,4.110967
19,0.6453569,0.8344736,0.5578768,0.9455202,0.5985569,0.2903569,7.248891

