step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5432342,0.5921294,0.5867846,0.7009715,0.5108299,0.3254555,1.314457
1,0.5530446,0.6642054,0.5905971,0.6788847,0.5050719,0.3264639,0.8766643
2,0.5476301,0.6513425,0.703571,0.6451434,0.4738887,0.2642047,2.124551
3,0.5460981,0.7274625,0.6412848,0.7046932,0.4519219,0.2051279,2.004641
4,0.563423,0.7590918,0.6496571,0.6788847,0.4545649,0.2749169,1.753794
5,0.5929458,0.8439431,0.7013612,0.7472707,0.4494751,0.2226786,2.239884
6,0.6085029,0.8777004,0.7087171,0.7700456,0.4620705,0.2239807,1.333227
7,0.6365581,0.9114586,0.7526528,0.7918642,0.4403244,0.2864902,3.154725
8,0.673067,1.008236,0.8132484,0.8017078,0.5114738,0.2306692,1.938751
9,0.6183286,0.6978857,0.7819229,0.8255106,0.4801284,0.3061954,4.031511
10,0.6610631,0.9789738,0.823337,0.865261,0.4744461,0.1632976,2.561962
11,0.6941941,1.012732,0.8702797,0.8399845,0.4883111,0.2596632,2.477438
12,0.6897652,1.046488,0.8563665,0.8855522,0.5164318,0.1439876,2.947831
13,0.6177381,0.7156522,0.8289284,0.8663567,0.5115585,0.1661948,2.105585
14,0.6928234,1.080246,0.8730777,0.8672798,0.4892493,0.1542639,1.769843
15,0.7112482,1.114004,0.9324427,0.8399845,0.5140117,0.1557978,2.459306
16,0.7176688,1.147762,0.9154257,0.8855523,0.5436124,0.09599167,3.841577
17,0.7399722,1.18152,0.9758064,0.9439209,0.5243876,0.07422615,5.581502
18,0.6583465,0.8051089,0.8470417,0.9396979,0.5550925,0.1447912,8.419815
19,0.7550748,1.215277,0.9935011,0.9426956,0.5137118,0.1101884,1.886879

