edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5703958,0.5432342,0.5160725,0.5432342,0.5160725
0.6163777,0.5883605,0.5043091,0.5323262,0.5043091
0.6457475,0.6176715,0.5053676,0.5334436,0.4772917
0.6664336,0.6108975,0.5275934,0.4998253,0.4442891
0.7121774,0.6552032,0.5412549,0.5127678,0.4273065
0.7711001,0.7117848,0.5931541,0.504181,0.4152078
0.810963,0.7508917,0.6307492,0.5406421,0.3904637
0.8529964,0.7920681,0.6397474,0.548355,0.3655699
0.9259287,0.8620716,0.7024288,0.6066431,0.3512143
0.8191075,0.7626173,0.621392,0.5366568,0.310696
0.913292,0.8524059,0.7001907,0.5784184,0.3044307
0.9769012,0.9138753,0.7247978,0.5987461,0.2836165
0.9870658,0.8945284,0.7094537,0.6169164,0.2467664
0.8512895,0.7714812,0.6118645,0.5320562,0.1862196
1.029459,0.935872,0.717502,0.6239148,0.1871744
1.082075,0.9865983,0.7319924,0.6365152,0.1909544
1.097866,1.003763,0.7528226,0.6587199,0.156838
1.133979,1.039481,0.7874859,0.6299888,0.1259977
0.9570401,0.8772868,0.6646113,0.5582736,0.1329222
1.163849,1.069483,0.8178404,0.6291081,0.1572769

