option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6365585,0.6596066,0.5736933,0.7601782,0.4554918,0.7338226,4.02157
chosenOption,0.5594549,0.6979926,0.4690985,0.7381436,0.666271,0.2257686,8.887533
chosenOption,0.6463405,0.7134652,0.5340872,0.7379543,0.4804202,0.7657754,4.633737
chosenOption,0.6393107,0.6920199,0.584702,0.7469366,0.4212232,0.751672,1.988124
chosenOption,0.6481683,0.7485068,0.550744,0.6861079,0.4186384,0.8368441,1.315704
chosenOption,0.658448,0.7752806,0.6374308,0.6531078,0.4497771,0.7766439,1.326987
chosenOption,0.5433824,0.7568871,0.4861934,0.6697315,0.5489853,0.2551147,1.248242
chosenOption,0.6703778,0.7436706,0.6129152,0.7196629,0.4141975,0.861443,3.655008
chosenOption,0.6458646,0.7448125,0.6051612,0.6774717,0.3445883,0.8572894,1.233802
chosenOption,0.6617666,0.8203458,0.6560881,0.6024718,0.3863587,0.8435687,2.567024
chosenOption,0.5252634,0.7420787,0.5336213,0.5972609,0.4032682,0.3500879,1.679191
chosenOption,0.6565632,0.8345303,0.5827655,0.5917423,0.3290287,0.9447493,1.489149
chosenOption,0.6755745,0.7887256,0.6280257,0.6396424,0.3325102,0.9889686,1.132343
chosenOption,0.5023891,0.7648453,0.5083101,0.5511885,0.3554203,0.3321814,2.077643
chosenOption,0.6643882,0.8784907,0.6768991,0.5496966,0.3373703,0.8794845,1.033926
chosenOption,0.5201702,0.8002309,0.5456998,0.5415672,0.3490672,0.3642857,0.9902845
chosenOption,0.5625222,0.8356402,0.6160123,0.5790279,0.3867109,0.3952197,1.158846
chosenOption,0.5382503,0.5574064,0.4378723,0.5682341,0.373996,0.7537428,3.313852
chosenOption,0.6498267,0.8329699,0.6452028,0.5791138,0.2720645,0.9197826,2.359265
chosenOption,0.5096552,0.759838,0.5727348,0.5349205,0.3412317,0.3395512,1.95643

